,wavelength,energy,field,deltaA
132,1720.0,0.7209302325581395,-10,0.9224514626580025
133,1730.0,0.7167630057803468,-10,0.7581125556085917
134,1740.0,0.7126436781609196,-10,0.7270064513892264
135,1750.0,0.7085714285714285,-10,0.7149275417210946
136,400.0,3.1,-8,13.8735
137,410.0,3.024390243902439,-8,11.8005
138,420.0,2.952380952380953,-8,8.601250000000002
139,430.0,2.883720930232558,-8,6.4195
140,440.0,2.8181818181818183,-8,4.9375
141,450.0,2.7555555555555555,-8,3.9213169975
142,460.0,2.6956521739130435,-8,3.1931523825
143,470.0,2.6382978723404253,-8,2.5687200494999995
144,480.0,2.583333333333333,-8,2.0645350035
145,490.0,2.5306122448979598,-8,1.6501087211
146,500.0,2.48,-8,1.3176620544999995
147,510.0,2.431372549019608,-8,1.052415835
148,520.0,2.3846153846153846,-8,0.8245230299999999
149,530.0,2.339622641509434,-8,0.6405819074999999
150,540.0,2.2962962962962963,-8,0.4896169725
151,550.0,2.2545454545454544,-8,0.36615029
152,560.0,2.2142857142857144,-8,0.2690487075
153,570.0,2.175438596491228,-8,0.1933780275
154,580.0,2.1379310344827585,-8,0.13267238
155,590.0,2.101694915254237,-8,0.0919654525
156,600.0,2.066666666666667,-8,0.064422785
157,610.0,2.0327868852459017,-8,0.0519956849999999
158,620.0,2.0,-8,0.0467842849999999
159,630.0,1.968253968253968,-8,0.0514771599999999
160,640.0,1.9375,-8,0.0663584624999999
161,650.0,1.907692307692308,-8,0.0850865675
162,660.0,1.878787878787879,-8,0.1050775999999999
163,670.0,1.8507462686567164,-8,0.128484679
164,680.0,1.8235294117647056,-8,0.1566878699999999
165,690.0,1.7971014492753623,-8,0.18698823
166,700.0,1.7714285714285714,-8,0.2180963265
167,710.0,1.7464788732394363,-8,0.2465523935
168,720.0,1.7222222222222223,-8,0.27154868425
169,730.0,1.6986301369863013,-8,0.29864975885
170,740.0,1.6756756756756757,-8,0.33133431875
171,750.0,1.653333333333333,-8,0.3616606835
172,760.0,1.631578947368421,-8,0.3890049059
173,770.0,1.6103896103896105,-8,0.4168947832499999
174,780.0,1.5897435897435896,-8,0.4538700475
175,790.0,1.5696202531645569,-8,0.4915955945
176,800.0,1.55,-8,0.5326790435
177,810.0,1.530864197530864,-8,0.5676804804999999
178,820.0,1.5121951219512195,-8,0.602260226
179,830.0,1.4939759036144578,-8,0.6286334425000001
180,840.0,1.4761904761904765,-8,0.6500392800000001
181,850.0,1.4588235294117646,-8,0.6641249925
182,860.0,1.441860465116279,-8,0.6738326925
183,870.0,1.4252873563218391,-8,0.6712768225
184,880.0,1.4090909090909092,-8,0.6880446750000001
185,890.0,1.3932584269662922,-8,0.70172275425
186,900.0,1.3777777777777778,-8,0.7095657353
187,910.0,1.362637362637363,-8,0.6673346573593402
188,920.0,1.3478260869565215,-8,0.6600173913795228
189,930.0,1.3333333333333333,-8,0.6589720676681202
190,940.0,1.319148936170213,-8,0.6433933366129243
191,950.0,1.305263157894737,-8,0.6149693261802257
192,960.0,1.2916666666666667,-8,0.5605973953678685
193,970.0,1.2783505154639174,-8,0.5081348541011474
194,980.0,1.2653061224489797,-8,0.4865471904952676
195,990.0,1.2525252525252526,-8,0.4505630799489097
196,1000.0,1.24,-8,0.43330352063196403
197,1010.0,1.2277227722772277,-8,0.41313766243473793
198,1020.0,1.2156862745098038,-8,0.36889488409925303
199,1030.0,1.203883495145631,-8,0.35393825654442396
200,1040.0,1.1923076923076923,-8,0.3633922561788345
201,1050.0,1.180952380952381,-8,0.3373973384632407
202,1060.0,1.169811320754717,-8,0.3060500183884414
203,1070.0,1.158878504672897,-8,0.2987122766077651
204,1080.0,1.148148148148148,-8,0.294017729910504
205,1090.0,1.1376146788990826,-8,0.2606559435143394
206,1100.0,1.1272727272727272,-8,0.24388418032602477
207,1110.0,1.117117117117117,-8,0.23738116716055704
208,1120.0,1.1071428571428572,-8,0.20087746382891453
209,1130.0,1.0973451327433628,-8,0.1759226515687558
210,1140.0,1.087719298245614,-8,0.15337463652532607
211,1150.0,1.0782608695652174,-8,0.127867943521085
212,1160.0,1.0689655172413792,-8,0.0976130410815343
213,1170.0,1.0598290598290598,-8,0.08489005705193517
214,1180.0,1.0508474576271187,-8,0.08338478463557325
215,1190.0,1.0420168067226891,-8,0.06430543172268413
216,1200.0,1.0333333333333334,-8,0.05323739373974037
217,1210.0,1.024793388429752,-8,0.045540171406654964
218,1220.0,1.0163934426229508,-8,0.04223107794065991
219,1230.0,1.008130081300813,-8,0.027805610723305837
220,1240.0,1.0,-8,0.012664226383781115
221,1250.0,0.992,-8,0.020942542077387733
222,1260.0,0.984126984126984,-8,0.02390013499218651
223,1270.0,0.9763779527559056,-8,0.021518220661083796
224,1280.0,0.96875,-8,-0.0006273886570517223
225,1290.0,0.9612403100775194,-8,-0.003259066363814758
226,1300.0,0.953846153846154,-8,-0.012448026261846587
227,1310.0,0.9465648854961832,-8,-0.007423464596953464
228,1320.0,0.9393939393939394,-8,-0.0013417357030076772
229,1330.0,0.9323308270676692,-8,-0.0022654213660565983
230,1340.0,0.9253731343283582,-8,-0.00986727881695067
231,1350.0,0.9185185185185184,-8,0.005044573342024211
232,1360.0,0.9117647058823528,-8,0.026129714298826625
233,1370.0,0.9051094890510948,-8,0.0341476804144828
234,1380.0,0.8985507246376812,-8,0.10671750328267862
235,1390.0,0.8920863309352518,-8,0.10941780858174256
236,1400.0,0.8857142857142857,-8,0.05768552209721771
237,1410.0,0.8794326241134752,-8,0.03900693333326621
238,1420.0,0.8732394366197183,-8,0.027732682669256135
239,1430.0,0.8671328671328671,-8,0.01313079616912858
240,1440.0,0.8611111111111112,-8,0.002785277572916432
241,1450.0,0.8551724137931035,-8,0.0032445175483993747
242,1460.0,0.8493150684931506,-8,0.007979016517910354
243,1470.0,0.8435374149659864,-8,0.006574381596540084
244,1480.0,0.8378378378378378,-8,0.02541544878812016
245,1490.0,0.8322147651006712,-8,0.014329909995599927
246,1500.0,0.8266666666666667,-8,0.0022333633784753074
247,1510.0,0.8211920529801324,-8,-0.0033222331850473025
248,1520.0,0.8157894736842105,-8,0.009987493134409378
249,1530.0,0.8104575163398693,-8,0.03191738317951769
250,1540.0,0.8051948051948052,-8,0.04260232674741193
251,1550.0,0.8,-8,0.04810328424053969
252,1560.0,0.7948717948717948,-8,0.04168758696468527
253,1570.0,0.7898089171974523,-8,0.030982631719660036
254,1580.0,0.7848101265822784,-8,0.027938906221689035
255,1590.0,0.779874213836478,-8,0.02508005249402183
256,1600.0,0.775,-8,0.04787582598223327
257,1610.0,0.7701863354037267,-8,0.07108201237536822
258,1620.0,0.7654320987654321,-8,0.08069899052027099
259,1630.0,0.7607361963190185,-8,0.08320776742763702
260,1640.0,0.7560975609756098,-8,0.08843438598464931
261,1650.0,0.7515151515151515,-8,0.13275611134811424
262,1660.0,0.7469879518072289,-8,0.24146977733397174
263,1670.0,0.7425149700598802,-8,0.41373912497309956
264,1680.0,0.7380952380952381,-8,0.643710341481644
265,1690.0,0.7337278106508875,-8,0.8442034293286389
266,1700.0,0.7294117647058823,-8,0.9430910524273131
267,1710.0,0.7251461988304093,-8,0.9864002166151382
268,1720.0,0.7209302325581395,-8,0.9784229938727166
269,1730.0,0.7167630057803468,-8,0.9685969509855334
270,1740.0,0.7126436781609196,-8,1.0488778120212436
271,1750.0,0.7085714285714285,-8,1.0407242870723041
272,400.0,3.1,-6,18.104250000000004
273,410.0,3.024390243902439,-6,14.06275
274,420.0,2.952380952380953,-6,9.55925
275,430.0,2.883720930232558,-6,6.724
276,440.0,2.8181818181818183,-6,4.947
277,450.0,2.7555555555555555,-6,3.7980669975
278,460.0,2.6956521739130435,-6,3.0114023825
279,470.0,2.6382978723404253,-6,2.3732200494999995
280,480.0,2.583333333333333,-6,1.8670350035
281,490.0,2.5306122448979598,-6,1.4601087211
282,500.0,2.48,-6,1.1414120545000002
283,510.0,2.431372549019608,-6,0.896165835
284,520.0,2.3846153846153846,-6,0.68852303
285,530.0,2.339622641509434,-6,0.5310819075000001
286,540.0,2.2962962962962963,-6,0.3998669725
287,550.0,2.2545454545454544,-6,0.29690029
288,560.0,2.2142857142857144,-6,0.2135487075
289,570.0,2.175438596491228,-6,0.1501280275
290,580.0,2.1379310344827585,-6,0.1031223224999999
291,590.0,2.101694915254237,-6,0.0696653625
292,600.0,2.066666666666667,-6,0.0481042125
293,610.0,2.0327868852459017,-6,0.0397536325
294,620.0,2.0,-6,0.0375045375
295,630.0,1.968253968253968,-6,0.04113801
296,640.0,1.9375,-6,0.0545989
297,650.0,1.907692307692308,-6,0.0713039875
298,660.0,1.878787878787879,-6,0.087368105
299,670.0,1.8507462686567164,-6,0.107234404
300,680.0,1.8235294117647056,-6,0.12968787
301,690.0,1.7971014492753623,-6,0.15498823
302,700.0,1.7714285714285714,-6,0.1783463265
303,710.0,1.7464788732394363,-6,0.2040523935
304,720.0,1.7222222222222223,-6,0.22704868425
305,730.0,1.6986301369863013,-6,0.25239975885
306,740.0,1.6756756756756757,-6,0.27933431875
307,750.0,1.653333333333333,-6,0.3054106835
308,760.0,1.631578947368421,-6,0.3325049059
309,770.0,1.6103896103896105,-6,0.36264478325
310,780.0,1.5897435897435896,-6,0.3976200475
311,790.0,1.5696202531645569,-6,0.4335955945
312,800.0,1.55,-6,0.4744290435
313,810.0,1.530864197530864,-6,0.5051804805
314,820.0,1.5121951219512195,-6,0.540760226
315,830.0,1.4939759036144578,-6,0.5606334425000001
316,840.0,1.4761904761904765,-6,0.57653928
317,850.0,1.4588235294117646,-6,0.5863749925
318,860.0,1.441860465116279,-6,0.5920826925
319,870.0,1.4252873563218391,-6,0.6087768225000001
320,880.0,1.4090909090909092,-6,0.6277946749999999
321,890.0,1.3932584269662922,-6,0.6497227542499999
322,900.0,1.3777777777777778,-6,0.6673157353000002
323,910.0,1.362637362637363,-6,0.6432923688291999
324,920.0,1.3478260869565215,-6,0.6005841617700002
325,930.0,1.3333333333333333,-6,0.6131296975936401
326,940.0,1.319148936170213,-6,0.595107821841946
327,950.0,1.305263157894737,-6,0.5556139588336745
328,960.0,1.2916666666666667,-6,0.5144880331899381
329,970.0,1.2783505154639174,-6,0.4624536322859577
330,980.0,1.2653061224489797,-6,0.42261267540809533
331,990.0,1.2525252525252526,-6,0.39722279045159975
332,1000.0,1.24,-6,0.36904710520315426
333,1010.0,1.2277227722772277,-6,0.3753312228210003
334,1020.0,1.2156862745098038,-6,0.3482055375279459
335,1030.0,1.203883495145631,-6,0.3114923215325899
336,1040.0,1.1923076923076923,-6,0.31261886794134564
337,1050.0,1.180952380952381,-6,0.2949112231616155
338,1060.0,1.169811320754717,-6,0.24688031094146803
339,1070.0,1.158878504672897,-6,0.2513919151802618
340,1080.0,1.148148148148148,-6,0.24966890862098026
341,1090.0,1.1376146788990826,-6,0.2177508393203471
342,1100.0,1.1272727272727272,-6,0.1987395959209712
343,1110.0,1.117117117117117,-6,0.1963091626121722
344,1120.0,1.1071428571428572,-6,0.18707223692793432
345,1130.0,1.0973451327433628,-6,0.1560116149619028
346,1140.0,1.087719298245614,-6,0.14911108178378266
347,1150.0,1.0782608695652174,-6,0.1242859221107049
348,1160.0,1.0689655172413792,-6,0.09046223129593085
349,1170.0,1.0598290598290598,-6,0.07475183848858707
350,1180.0,1.0508474576271187,-6,0.08057082369261424
351,1190.0,1.0420168067226891,-6,0.06315108027519609
352,1200.0,1.0333333333333334,-6,0.027453540183070238
353,1210.0,1.024793388429752,-6,0.02657004084216245
354,1220.0,1.0163934426229508,-6,0.0295244905052632
355,1230.0,1.008130081300813,-6,0.014737758769040394
356,1240.0,1.0,-6,-0.0031261179706380386
357,1250.0,0.992,-6,0.006954353526803656
358,1260.0,0.984126984126984,-6,0.017894976322206463
359,1270.0,0.9763779527559056,-6,0.012156907154978821
360,1280.0,0.96875,-6,0.00404889284646275
361,1290.0,0.9612403100775194,-6,0.0018732486931899355
362,1300.0,0.953846153846154,-6,-0.011580164849799726
363,1310.0,0.9465648854961832,-6,-0.01910730750336656
364,1320.0,0.9393939393939394,-6,-0.019354318426682268
365,1330.0,0.9323308270676692,-6,-0.023079597841942752
366,1340.0,0.9253731343283582,-6,-0.024700988230315975
367,1350.0,0.9185185185185184,-6,-0.0010039284770258017
368,1360.0,0.9117647058823528,-6,0.03549796197127516
369,1370.0,0.9051094890510948,-6,0.05107288861664797
370,1380.0,0.8985507246376812,-6,0.12559108491843415
371,1390.0,0.8920863309352518,-6,0.10895992719026037
372,1400.0,0.8857142857142857,-6,0.05269344993195144
373,1410.0,0.8794326241134752,-6,0.027978123221894226
374,1420.0,0.8732394366197183,-6,0.017631835042937083
375,1430.0,0.8671328671328671,-6,0.007113169333279067
376,1440.0,0.8611111111111112,-6,-0.017004536897651554
377,1450.0,0.8551724137931035,-6,-0.013414864047592852
378,1460.0,0.8493150684931506,-6,0.0014276125758936541
379,1470.0,0.8435374149659864,-6,-0.0010212092853071305
380,1480.0,0.8378378378378378,-6,0.021087177235479895
381,1490.0,0.8322147651006712,-6,0.007740862529480001
382,1500.0,0.8266666666666667,-6,-0.008007788823599893
383,1510.0,0.8211920529801324,-6,-0.011814432711834038
384,1520.0,0.8157894736842105,-6,-0.003841533824138462
385,1530.0,0.8104575163398693,-6,0.031651596781213126
386,1540.0,0.8051948051948052,-6,0.0464451751768799
387,1550.0,0.8,-6,0.038971238941519895
388,1560.0,0.7948717948717948,-6,0.03416656564735989
389,1570.0,0.7898089171974523,-6,0.020019472058999892
390,1580.0,0.7848101265822784,-6,0.007473936235360001
391,1590.0,0.779874213836478,-6,-0.004003894411799894
392,1600.0,0.775,-6,0.0120116832354
393,1610.0,0.7701863354037267,-6,0.02348951388256
394,1620.0,0.7654320987654321,-6,0.03149730270616
395,1630.0,0.7607361963190185,-6,0.0547198902945999
396,1640.0,0.7560975609756098,-6,0.07287087829476001
397,1650.0,0.7515151515151515,-6,0.10383432841268
398,1660.0,0.7469879518072289,-6,0.1828445114721999
399,1670.0,0.7425149700598802,-6,0.3264508577087599
400,1680.0,0.7380952380952381,-6,0.5415934507694797
401,1690.0,0.7337278106508875,-6,0.7554014123596002
402,1700.0,0.7294117647058823,-6,0.7917033883599199
403,1710.0,0.7251461988304093,-6,0.8635483914977516
404,1720.0,0.7209302325581395,-6,0.87471746583124
405,1730.0,0.7167630057803468,-6,0.8717812765959201
406,1740.0,0.7126436781609196,-6,0.836029777353438
407,1750.0,0.7085714285714285,-6,0.801248910202053
408,400.0,3.1,-4,16.3465
409,410.0,3.024390243902439,-4,12.344
410,420.0,2.952380952380953,-4,8.050999999999998
411,430.0,2.883720930232558,-4,5.500500000000001
412,440.0,2.8181818181818183,-4,3.94975
413,450.0,2.7555555555555555,-4,2.9678169975
414,460.0,2.6956521739130435,-4,2.3209023825
415,470.0,2.6382978723404253,-4,1.8079700495
416,480.0,2.583333333333333,-4,1.3992850035
417,490.0,2.5306122448979598,-4,1.0798587211
418,500.0,2.48,-4,0.8316620545000001
419,510.0,2.431372549019608,-4,0.6461658350000001
420,520.0,2.3846153846153846,-4,0.49427303
421,530.0,2.339622641509434,-4,0.3715819075
422,540.0,2.2962962962962963,-4,0.2691169724999999
423,550.0,2.2545454545454544,-4,0.19490029
424,560.0,2.2142857142857144,-4,0.1375487075
425,570.0,2.175438596491228,-4,0.095105305
426,580.0,2.1379310344827585,-4,0.062410105
427,590.0,2.101694915254237,-4,0.040375145
428,600.0,2.066666666666667,-4,0.0264099512499999
429,610.0,2.0327868852459017,-4,0.0209259888499999
430,620.0,2.0,-4,0.0192663079999999
431,630.0,1.968253968253968,-4,0.022372044
432,640.0,1.9375,-4,0.030355305
433,650.0,1.907692307692308,-4,0.0430489975
434,660.0,1.878787878787879,-4,0.055383405
435,670.0,1.8507462686567164,-4,0.0670798065
436,680.0,1.8235294117647056,-4,0.0825900224999999
437,690.0,1.7971014492753623,-4,0.1041622625
438,700.0,1.7714285714285714,-4,0.1250963265
439,710.0,1.7464788732394363,-4,0.1398023934999999
440,720.0,1.7222222222222223,-4,0.15779868425
441,730.0,1.6986301369863013,-4,0.1746497588499999
442,740.0,1.6756756756756757,-4,0.19708431875
443,750.0,1.653333333333333,-4,0.2171606835
444,760.0,1.631578947368421,-4,0.2392549059
445,770.0,1.6103896103896105,-4,0.26064478325
446,780.0,1.5897435897435896,-4,0.2898700475
447,790.0,1.5696202531645569,-4,0.3165955944999999
448,800.0,1.55,-4,0.3459290435000001
449,810.0,1.530864197530864,-4,0.3761804805000001
450,820.0,1.5121951219512195,-4,0.397260226
451,830.0,1.4939759036144578,-4,0.4073834425
452,840.0,1.4761904761904765,-4,0.4202892800000001
453,850.0,1.4588235294117646,-4,0.4231249924999999
454,860.0,1.441860465116279,-4,0.4270826924999999
455,870.0,1.4252873563218391,-4,0.4375268225000001
456,880.0,1.4090909090909092,-4,0.453294675
457,890.0,1.3932584269662922,-4,0.46122275425
458,900.0,1.3777777777777778,-4,0.4735657352999999
459,910.0,1.362637362637363,-4,0.48560883439294483
460,920.0,1.3478260869565215,-4,0.4409328216287939
461,930.0,1.3333333333333333,-4,0.46773842928728443
462,940.0,1.319148936170213,-4,0.4314085561354917
463,950.0,1.305263157894737,-4,0.4073387000465837
464,960.0,1.2916666666666667,-4,0.3727352960557384
465,970.0,1.2783505154639174,-4,0.35100363640376864
466,980.0,1.2653061224489797,-4,0.315162491637521
467,990.0,1.2525252525252526,-4,0.3096772640272346
468,1000.0,1.24,-4,0.2853750476074532
469,1010.0,1.2277227722772277,-4,0.2634420467630029
470,1020.0,1.2156862745098038,-4,0.22629398876805953
471,1030.0,1.203883495145631,-4,0.21909118601974936
472,1040.0,1.1923076923076923,-4,0.2397666386871731
473,1050.0,1.180952380952381,-4,0.20700199682111456
474,1060.0,1.169811320754717,-4,0.18021941479111558
475,1070.0,1.158878504672897,-4,0.16930372847732128
476,1080.0,1.148148148148148,-4,0.16873848367895855
477,1090.0,1.1376146788990826,-4,0.13432772110120386
478,1100.0,1.1272727272727272,-4,0.11986713691478931
479,1110.0,1.117117117117117,-4,0.13031539558895033
480,1120.0,1.1071428571428572,-4,0.13551926532546002
481,1130.0,1.0973451327433628,-4,0.09264426306682277
482,1140.0,1.087719298245614,-4,0.0744429330224418
483,1150.0,1.0782608695652174,-4,0.052686180990781324
484,1160.0,1.0689655172413792,-4,0.03609177331298373
485,1170.0,1.0598290598290598,-4,0.014365062986254286
486,1180.0,1.0508474576271187,-4,0.009852249584921874
487,1190.0,1.0420168067226891,-4,0.007263123135282996
488,1200.0,1.0333333333333334,-4,-0.013471383451273432
489,1210.0,1.024793388429752,-4,-0.03825500139050677
490,1220.0,1.0163934426229508,-4,-0.04511047339123493
491,1230.0,1.008130081300813,-4,-0.055538394767411604
492,1240.0,1.0,-4,-0.06389937070087813
493,1250.0,0.992,-4,-0.04337986451209587
494,1260.0,0.984126984126984,-4,-0.04060288514096058
495,1270.0,0.9763779527559056,-4,-0.03894360637228784
496,1280.0,0.96875,-4,-0.03754036000546074
497,1290.0,0.9612403100775194,-4,-0.03488247522974249
498,1300.0,0.953846153846154,-4,-0.051511769046202575
499,1310.0,0.9465648854961832,-4,-0.06196775861300715
500,1320.0,0.9393939393939394,-4,-0.05216337840454456
501,1330.0,0.9323308270676692,-4,-0.040605231602848374
502,1340.0,0.9253731343283582,-4,-0.0525048391125363
503,1350.0,0.9185185185185184,-4,-0.05077997595712577
504,1360.0,0.9117647058823528,-4,-0.03410703561863047
505,1370.0,0.9051094890510948,-4,-0.027089246339840528
506,1380.0,0.8985507246376812,-4,0.01834935915658664
507,1390.0,0.8920863309352518,-4,-0.012431586160459387
508,1400.0,0.8857142857142857,-4,-0.026464500473730095
509,1410.0,0.8794326241134752,-4,-0.008737733799438503
510,1420.0,0.8732394366197183,-4,-0.010059996929145694
511,1430.0,0.8671328671328671,-4,-0.04287230227351769
512,1440.0,0.8611111111111112,-4,-0.05728670700221712
513,1450.0,0.8551724137931035,-4,-0.052113904576496596
514,1460.0,0.8493150684931506,-4,-0.04353219417613908
515,1470.0,0.8435374149659864,-4,-0.027425633018243467
516,1480.0,0.8378378378378378,-4,-0.006604280147743894
517,1490.0,0.8322147651006712,-4,-0.025251659388432976
518,1500.0,0.8266666666666667,-4,-0.033409887806234446
519,1510.0,0.8211920529801324,-4,-0.032299455796804946
520,1520.0,0.8157894736842105,-4,-0.018647379240688926
521,1530.0,0.8104575163398693,-4,-0.012963219057740756
522,1540.0,0.8051948051948052,-4,-0.01398553443051681
523,1550.0,0.8,-4,-0.009323689620344541
524,1560.0,0.7948717948717948,-4,-0.01592796976808859
525,1570.0,0.7898089171974523,-4,-0.019424353375717796
526,1580.0,0.7848101265822784,-4,-0.050978943493624085
