wavelength,energy,fit,1st der,2nd der
865.0,1.43353,0.838202711555838,0.005893557754612524,-6.672635772420494e-05
870.0,1.42529,0.843871216372149,0.005852008382093463,-7.370903358232359e-05
875.0,1.41714,0.8497669175255477,0.005691764555374568,-9.92869439733381e-05
880.0,1.40909,0.8554237893168759,0.0055239902415426066,-0.00011060159816169725
885.0,1.40113,0.8608221808858635,0.005405205879008739,-0.00010701692470976675
890.0,1.39326,0.8661706571318465,0.005242970681831799,-0.0001033912158331634
895.0,1.38547,0.8713957430443271,0.005129380841086984,-9.462206225596779e-05
900.0,1.37778,0.8765410434068631,0.0050388335018877765,-8.413309544963514e-05
905.0,1.37017,0.8814964112367994,0.004999452938041972,-6.442732343539819e-05
910.0,1.36264,0.8865355003753402,0.004897415597565109,-5.4291844585227695e-05
915.0,1.35519,0.8913590009358702,0.004841349415019736,-3.225146870736368e-05
920.0,1.34783,0.8962593119194148,0.004805550966813047,-1.888528957012933e-05
925.0,1.34054,0.9011389040075087,0.004818489912635577,-7.514831601623958e-06
930.0,1.33333,0.9059921569418765,0.004835314346222874,2.056647853496661e-06
935.0,1.3262,0.9108261809353831,0.004810103457159661,9.596287245017818e-06
940.0,1.31915,0.915566875778906,0.004821838671961493,2.0234007685803867e-05
945.0,1.31217,0.9204543827998827,0.004862705442274339,1.6405138241481728e-05
950.0,1.30526,0.9254559904031289,0.004923981333083924,-5.343259402250649e-07
955.0,1.29843,0.9304728818245956,0.004979223578630427,-2.4723459452717612e-05
960.0,1.29167,0.9354700863236607,0.004985085949561869,-5.459022632112035e-05
965.0,1.28497,0.9404047514961016,0.004922138539037693,-8.778424834374594e-05
970.0,1.27835,0.945231356769108,0.004854952122927947,-0.0001221763503713469
975.0,1.27179,0.9500318620236787,0.004751792443553341,-0.00016488623547063566
980.0,1.26531,0.954658298410944,0.004582588703070596,-0.00020656609943307775
985.0,1.25888,0.9590175470019682,0.004337892992838294,-0.00024140259221793657
990.0,1.25253,0.9630596271556972,0.004038323944354329,-0.0002664745124181914
995.0,1.24623,0.9667798956044366,0.0037056361617600103,-0.00028203505941453355
1000.0,1.24,0.9701486915689801,0.0033608377112542675,-0.0002865456734284923
1005.0,1.23383,0.9733363628283224,0.003026987624174083,-0.0002925160150100102
1010.0,1.22772,0.9762301818854735,0.0027046751385278118,-0.00029254357825825316
1015.0,1.22167,0.9788194434963253,0.002379618540844551,-0.0002860713125064987
1020.0,1.21569,0.9811484885799628,0.002073989954205134,-0.0002761971107032536
1025.0,1.20976,0.9832409613262255,0.0017906738006808745,-0.00026450975425021807
1030.0,1.20388,0.9850280646886641,0.0015297586482672446,-0.0002459234726412167
1035.0,1.19807,0.9865351195633791,0.0012974608618297172,-0.00022176195452899475
1040.0,1.19231,0.9877633862465458,0.001088313494988551,-0.00019143025458009125
1045.0,1.1866,0.9887280783199777,0.0009021195935850746,-0.0001550701828768926
1050.0,1.18095,0.9896069026264233,0.000783927128801432,-0.00012440244491738036
1055.0,1.17536,0.9904181003076077,0.0007171970390113477,-0.00010018230725710272
1060.0,1.16981,0.9911892973472851,0.0006756039645491006,-8.368204794568932e-05
1065.0,1.16432,0.9918923832215248,0.0006551925677324628,-7.221784778321398e-05
1070.0,1.15888,0.9924985243487705,0.000615028507400178,-6.289537707053548e-05
1075.0,1.15349,0.9930042299649675,0.0005656409502215382,-5.450228719151894e-05
1080.0,1.14815,0.9934187442069553,0.0005186416516772025,-4.695621820057037e-05
1085.0,1.14286,0.993827877542885,0.00047901142932254767,-4.578694147547627e-05
1090.0,1.13761,0.9942473136588231,0.00044580556416530265,-5.182818833407177e-05
1095.0,1.13242,0.9945959441905907,0.0004081844811210946,-5.924591409169804e-05
