wavelength,energy,fit,1st der,2nd der
334.0,3.71257,0.8660295932216925,-0.02079315216120967,-0.003151827620044789
338.0,3.66864,0.8437569493433961,-0.02365468232356221,-0.0025675387525585535
342.0,3.62573,0.8189175928923084,-0.02592489776203871,-0.001973091047374122
346.0,3.58382,0.7921042230903088,-0.027604529378090197,-0.0013894926821621158
350.0,3.54286,0.7638990538582284,-0.028713088610575924,-0.0008333817120617401
354.0,3.50282,0.7348571345505952,-0.02928474731701541,-0.00031752063901222807
358.0,3.46369,0.7054935489227449,-0.029364696069271577,0.00014874116891028678
362.0,3.42541,0.6762740298310584,-0.029005949193088954,0.000559036249313315
366.0,3.38798,0.6476085583582436,-0.028266565839748094,0.000909578049628807
370.0,3.35135,0.6198475462878964,-0.027207257336934583,0.0011987892047370338
374.0,3.31551,0.5932802301260665,-0.025889352024758092,0.001426958129236397
378.0,3.28042,0.5681349331821903,-0.02437308974169413,0.0015959229655219966
382.0,3.24607,0.5445808795775692,-0.022716219084058357,0.001708781928835812
386.0,3.21244,0.5227312704465374,-0.020972871521460375,0.0017696290904513023
390.0,3.17949,0.502647358033606,-0.019192687409521215,0.0017833146401553088
394.0,3.14721,0.4843432778691553,-0.01742016989997574,0.0017552286691900408
398.0,3.11558,0.4677914227267197,-0.015694243707118475,0.0016911075148180331
402.0,3.08458,0.45292816462652485,-0.014047996648388541,0.001596861707672904
406.0,3.05419,0.43965975275272445,-0.012508582835726392,0.0014784245630586825
410.0,3.02439,0.42786823579573363,-0.011097267353172392,0.0013416204573606992
414.0,2.99517,0.41741727691616687,-0.009829593215014198,0.0011920518307306578
418.0,2.96651,0.40815774825316126,-0.00871565235762755,0.0010350039572089502
422.0,2.93839,0.3999330096673058,-0.00776044337699161,0.0008753665234468868
426.0,2.9108,0.39258379321699566,-0.006964299682697291,0.0007175710571917719
430.0,2.88372,0.38595263071679015,-0.006323372698105189,0.0005655432466975733
434.0,2.85714,0.37988777661728884,-0.005830155695144838,0.00042266919222422447
438.0,2.83105,0.37424659237811503,-0.00547403481108634,0.0002917746307880436
442.0,2.80543,0.3688983714788584,-0.005241854753451295,0.00017511617532649888
446.0,2.78027,0.363726596227234,-0.00511848765806722,7.438360943986784e-05
450.0,2.75556,0.35863062857930406,-0.0050873945241076066,-9.287721127195035e-06
454.0,2.73128,0.35352684728332984,-0.005131169608795418,-7.529537910145679e-05
458.0,2.70742,0.348349252796749,-0.0052320591232874435,-0.0001235401272313896
462.0,2.68398,0.3430495696048055,-0.0053724465300904085,-0.000154388999609074
466.0,2.66094,0.3375968827896312,-0.005535297701201905,-0.00016863211160094782
470.0,2.6383,0.33197685195992266,-0.005704560154999788,-0.00016743416722447575
474.0,2.61603,0.32618520080754676,-0.005865511187633517,-0.00015203073728386302
478.0,2.59414,0.32023621943213854,-0.005953037341713268,-0.00012419872684022468
482.0,2.57261,0.3142658406860588,-0.006049332174438964,-9.37335963186003e-05
486.0,2.55144,0.3081295245309898,-0.006104332049599564,-4.9740084280493915e-05
490.0,2.53061,0.30198052293056027,-0.0060980201517384525,-2.0574174027751556e-06
494.0,2.51012,0.2957715142346521,-0.006087232412427539,5.430316011765176e-05
498.0,2.48996,0.28954951216812175,-0.00607101335511484,0.00011848651079673957
502.0,2.47012,0.2835382119158529,-0.005960291102136206,0.00017691344874863358
506.0,2.45059,0.27777581991831785,-0.005784428382262629,0.0002286443186690522
510.0,2.43137,0.27220714603748236,-0.005529091721448133,0.0002792769382965824
514.0,2.41245,0.266930823260566,-0.005213321697041996,0.000323504723588987
518.0,2.39382,0.26189545882158777,-0.004875464057868992,0.0003667309201925735
522.0,2.37548,0.25735222825534443,-0.004469002074270492,0.00039278184343358754
526.0,2.35741,0.25326242302637575,-0.004019791785699897,0.00040524639478654596
530.0,2.33962,0.24963707624726375,-0.0035138274052520105,0.0004037973238132602
