wavelength,energy,0_absorption,3_absorption,5_absorption,0_abs_diff,3_abs_diff,5_abs_diff
396.0,3.1313131313131315,0.09151311686339558,0.09216286914922511,0.09355093970233286,0.0,0.0006497522858295302,0.0020378228389372754
400.0,3.1,0.08702641129555144,0.08766944826940914,0.08897001937300764,0.0,0.0006430369738577024,0.0019436080774561937
404.0,3.0693069306930694,0.08292598489519154,0.08352008513173148,0.08596848593555828,0.0,0.0005941002365399406,0.0030425010403667407
408.0,3.0392156862745097,0.07973635398150791,0.08071770890205943,0.08278359382825373,0.0,0.0009813549205515137,0.0030472398467458195
412.0,3.0097087378640777,0.07764116398344711,0.07748863728314848,0.08000420634636951,0.0,-0.00015252670029863857,0.0023630423629223962
416.0,2.980769230769231,0.07439072021695914,0.0743038347596352,0.07684060933124348,0.0,-8.688545732393749e-05,0.0024498891142843426
420.0,2.9523809523809526,0.07196282906465323,0.07201832256175011,0.07346800193342773,0.0,5.549349709688123e-05,0.0015051728687744959
424.0,2.9245283018867925,0.06971183394788794,0.06997445397367441,0.07185327412872033,0.0,0.00026262002578647525,0.002141440180832399
428.0,2.897196261682243,0.06727059578124539,0.06837227347242014,0.06850510782121644,0.0,0.0011016776911747517,0.0012345120399710474
432.0,2.8703703703703702,0.06599976337304159,0.06564048448077675,0.06852306091497273,0.0,-0.000359278892264836,0.0025232975419311465
436.0,2.8440366972477062,0.06482103849070531,0.06472957350156006,0.06577294901896025,0.0,-9.146498914525125e-05,0.00095191052825494
440.0,2.8181818181818183,0.062115882361045927,0.06266743009220344,0.06442647276479074,0.0,0.000551547731157509,0.0023105904037448166
444.0,2.7927927927927927,0.061248492714238933,0.06152761795489248,0.06326143880007185,0.0,0.0002791252406535438,0.002012946085832912
448.0,2.767857142857143,0.059267257099751,0.06052415346979556,0.060732293059679865,0.0,0.001256896370044558,0.001465035959928862
452.0,2.743362831858407,0.05875681449629355,0.05928525669756257,0.059504708358370184,0.0,0.0005284422012690193,0.0007478938620766318
456.0,2.719298245614035,0.0577514492200335,0.05804195284444447,0.05945219021437875,0.0,0.0002905036244109649,0.0017007409943452512
460.0,2.6956521739130435,0.055948839598910505,0.056766746491248465,0.05847859290494517,0.0,0.0008179068923379607,0.0025297533060346655
464.0,2.6724137931034484,0.05525607232183605,0.0555471768837279,0.05733581357873474,0.0,0.00029110456189185285,0.002079741256898693
468.0,2.6495726495726495,0.05413701610772703,0.05378266095541884,0.05463151994600546,0.0,-0.0003543551523081945,0.0004945038382784261
472.0,2.6271186440677967,0.05242627948361234,0.053450113532384824,0.05410183564596238,0.0,0.0010238340487724873,0.0016755561623500448
476.0,2.6050420168067228,0.05253501913821257,0.05337135005681071,0.05484367180137917,0.0,0.0008363309185981382,0.0023086526631665993
480.0,2.5833333333333335,0.05248759558853111,0.05371977318492105,0.05537965249892762,0.0,0.0012321775963899384,0.002892056910396512
484.0,2.56198347107438,0.05201170249981635,0.052587786572900086,0.05402537016884601,0.0,0.000576084073083738,0.0020136676690296618
488.0,2.540983606557377,0.05074361624509294,0.0521076818393611,0.05374973455319432,0.0,0.00136406559426816,0.00300611830810138
492.0,2.5203252032520327,0.05160002590449997,0.05154534237541086,0.05305772726854152,0.0,-5.4683529089105676e-05,0.0014577013640415526
496.0,2.5,0.050450706443349036,0.0511866836288033,0.0524509931603272,0.0,0.0007359771854542618,0.0020002867169781613
500.0,2.48,0.05099863797329207,0.051132650462931695,0.05293722579848881,0.0,0.0001340124896396233,0.001938587825196736
