Field,MCD_1_amp_max,MCD_1_amp_min
-10.0,0.00049089478325,0.00015955282249999997
-2.0,0.00013264478325,1.34837575e-05
-4.0,0.00026064478325,5.5383405e-05
-6.0,0.00036264478325,8.7368105e-05
-8.0,0.00041689478324999997,0.0001050776
10.0,-0.0001661971775,-0.00043760521675000004
2.0,-3.4944775e-05,-0.00012110521674999999
4.0,-6.486604249999999e-05,-0.00022910521675
6.0,-7.9267925e-05,-0.00028985521675000005
8.0,-0.00011369717749999999,-0.00035585521675000003
