wavelength,energy,-10_deltaA,-2_deltaA,-4_deltaA,-6_deltaA,-8_deltaA,0_deltaA,10_deltaA,2_deltaA,4_deltaA,6_deltaA,8_deltaA,-10_mdeg,-2_mdeg,-4_mdeg,-6_mdeg,-8_mdeg,0_mdeg,10_mdeg,2_mdeg,4_mdeg,6_mdeg,8_mdeg,-10_deltaA_diff,-2_deltaA_diff,-4_deltaA_diff,-6_deltaA_diff,-8_deltaA_diff,0_deltaA_diff,10_deltaA_diff,2_deltaA_diff,4_deltaA_diff,6_deltaA_diff,8_deltaA_diff
584.0,2.1232876712328768,0.00021831883750000002,2.250000000000006e-05,5.9e-05,0.00012689292485,0.00019288841500000002,-6.7777777777776956e-06,-0.00014350000000000002,-4.549999999999997e-05,-0.00012175,-0.00017700000000000002,-0.0001765,7.200591898425,0.7420949999999991,1.945938,4.1851824474027,6.361845703529999,-0.22354466666666895,-4.7329170000000005,-1.5006810000000002,-4.015558500000001,-5.837813999999998,-5.821323,0.00022509661527777772,2.9277777777777755e-05,6.577777777777769e-05,0.0001336707026277777,0.00019966619277777772,0.0,-0.00013672222222222232,-3.872222222222227e-05,-0.00011497222222222231,-0.00017022222222222232,-0.0001697222222222223
588.0,2.108843537414966,0.00020477969249999998,1.8749999999999995e-05,4.650000000000002e-05,0.00011728210500000002,0.00017629967,-1.4972222222222264e-05,-0.00013550000000000004,-3.8e-05,-0.0001225,-0.00016600000000000002,-0.00016550000000000007,6.754043818035001,0.6184124999999998,1.5336630000000007,3.8681983871100005,5.81471571594,-0.4938138333333324,-4.469061000000002,-1.2533160000000017,-4.040295,-5.475012000000003,-5.458520999999999,0.00021975191472222225,3.372222222222226e-05,6.147222222222228e-05,0.0001322543272222223,0.00019127189222222226,0.0,-0.00012052777777777778,-2.3027777777777738e-05,-0.00010752777777777773,-0.00015102777777777776,-0.0001505277777777778
592.0,2.0945945945945947,0.00018932334,1.699999999999998e-05,3.8000000000000056e-05,0.00010474999999999997,0.000162416849,-1.5583333333333324e-05,-0.00012700000000000005,-3.950000000000004e-05,-0.00011375000000000003,-0.00015799999999999994,-0.00015575000000000007,6.24426239988,0.560693999999998,1.2533159999999999,3.4548644999999993,5.356832513718,-0.5139695000000017,-4.188713999999999,-1.3027889999999989,-3.7517025000000004,-5.211155999999999,-5.136946499999997,0.00020490667333333332,3.25833333333333e-05,5.358333333333338e-05,0.0001203333333333333,0.00017800018233333332,0.0,-0.00011141666666666673,-2.3916666666666715e-05,-9.81666666666667e-05,-0.00014241666666666661,-0.00014016666666666675
596.0,2.0805369127516777,0.0001718171895,1.1500000000000008e-05,2.3750000000000008e-05,9.224999999999997e-05,0.00014860819999999996,-1.7555555555555543e-05,-0.000123,-4.149999999999998e-05,-0.00010875000000000001,-0.00015149999999999994,-0.00015249999999999997,5.6668745440890005,0.37929299999999877,0.7833224999999988,3.042589500000002,4.901395652399999,-0.5790173333333328,-4.056786000000001,-1.3687530000000017,-3.5867925000000014,-4.996772999999999,-5.0297550000000015,0.00018937274505555554,2.905555555555555e-05,4.130555555555555e-05,0.00010980555555555551,0.0001661637555555555,0.0,-0.00010544444444444447,-2.3944444444444436e-05,-9.119444444444447e-05,-0.0001339444444444444,-0.00013494444444444442
600.0,2.066666666666667,0.00015985531,5.5000000000000795e-06,2.3000000000000017e-05,8.374999999999995e-05,0.00013749999999999998,-1.6166666666666608e-05,-0.00012000000000000004,-4.1249999999999946e-05,-0.00010649999999999999,-0.00014350000000000007,-0.00013949999999999998,5.2723478344200005,0.18140100000000103,0.7585859999999975,2.7622424999999993,4.535024999999999,-0.5332089999999994,-3.957840000000001,-1.3605075000000006,-3.5125829999999993,-4.732917000000004,-4.600989,0.0001760219766666666,2.1666666666666687e-05,3.9166666666666625e-05,9.991666666666656e-05,0.0001536666666666666,0.0,-0.00010383333333333344,-2.5083333333333338e-05,-9.033333333333338e-05,-0.00012733333333333346,-0.00012333333333333337
604.0,2.052980132450331,0.00014849999999999998,1.249999999999949e-06,1.2500000000000033e-05,7.575000000000008e-05,0.00012799999999999997,-1.9472222222222156e-05,-0.00010674999999999997,-3.700000000000003e-05,-0.00010125,-0.00014375,-0.00013350000000000005,4.897827,0.04122750000000508,0.4122749999999993,2.4983864999999987,4.221696,-0.6422328333333347,-3.5208285000000004,-1.2203340000000011,-3.3394274999999993,-4.7411625000000015,-4.403096999999999,0.00016797222222222213,2.0722222222222106e-05,3.197222222222219e-05,9.522222222222224e-05,0.00014747222222222212,0.0,-8.727777777777781e-05,-1.7527777777777876e-05,-8.177777777777784e-05,-0.00012427777777777784,-0.00011402777777777789
608.0,2.039473684210526,0.00014450000000000002,-5.999999999999929e-06,9.250000000000144e-06,6.999999999999997e-05,0.00011825000000000003,-1.8638888888888785e-05,-0.00010174999999999998,-4.050000000000006e-05,-9.39999999999999e-05,-0.0001355,-0.00012549999999999996,4.765899000000003,-0.19789200000000307,0.3050834999999985,2.3087400000000002,3.900121500000001,-0.6147478333333289,-3.3559184999999987,-1.3357710000000012,-3.100308000000002,-4.4690610000000035,-4.139241,0.0001631388888888888,1.2638888888888856e-05,2.788888888888893e-05,8.863888888888875e-05,0.0001368888888888888,0.0,-8.31111111111112e-05,-2.1861111111111278e-05,-7.536111111111111e-05,-0.0001168611111111112,-0.00010686111111111118
612.0,2.026143790849673,0.00013700000000000008,-3.500000000000031e-06,7.500000000000128e-06,6.074999999999993e-05,0.00011300000000000004,-1.5333333333333236e-05,-9.650000000000001e-05,-3.6499999999999966e-05,-8.949999999999995e-05,-0.00012799999999999997,-0.00011874999999999999,4.518534000000001,-0.11543700000000001,0.24736499999999495,2.0036565000000017,3.7269659999999973,-0.5057240000000043,-3.1827629999999996,-1.2038430000000027,-2.9518890000000013,-4.2216960000000014,-3.9166124999999994,0.00015233333333333331,1.1833333333333205e-05,2.2833333333333364e-05,7.608333333333317e-05,0.00012833333333333327,0.0,-8.116666666666678e-05,-2.116666666666673e-05,-7.416666666666672e-05,-0.00011266666666666673,-0.00010341666666666675
616.0,2.012987012987013,0.00013075,-4.750000000000197e-06,5.250000000000046e-06,5.9000000000000025e-05,0.00011000000000000007,-1.2861111111111168e-05,-9.475000000000003e-05,-3.2500000000000085e-05,-8.175000000000001e-05,-0.00012025000000000002,-0.00011075000000000006,4.3123965,-0.15666449999999799,0.17315549999999647,1.9459380000000017,3.6280199999999994,-0.4241851666666676,-3.1250445000000013,-1.071914999999997,-2.696278500000002,-3.9660855,-3.6527565000000006,0.00014361111111111117,8.111111111110971e-06,1.8111111111111214e-05,7.186111111111119e-05,0.00012286111111111124,0.0,-8.188888888888886e-05,-1.9638888888888918e-05,-6.888888888888884e-05,-0.00010738888888888885,-9.78888888888889e-05
620.0,2.0,0.00012724999999999998,-1.1250000000000084e-05,4.2499999999999136e-06,5.324999999999991e-05,0.0001020000000000001,-1.0388888888888882e-05,-8.349999999999997e-05,-3.075000000000007e-05,-7.72499999999999e-05,-0.00011174999999999998,-0.00010600000000000003,4.1969595,-0.3710475000000031,0.1401734999999995,1.7562915000000032,3.3641640000000024,-0.34264633333333094,-2.753996999999999,-1.0141965000000042,-2.5478594999999977,-3.6857384999999994,-3.496092000000001,0.00013763888888888886,-8.611111111112013e-07,1.4638888888888796e-05,6.36388888888888e-05,0.00011238888888888898,0.0,-7.311111111111109e-05,-2.0361111111111187e-05,-6.686111111111102e-05,-0.0001013611111111111,-9.561111111111115e-05
