wavelength,energy,-2_deltaA,-4_deltaA,0_deltaA,2_deltaA,4_deltaA,-2_mdeg,-4_mdeg,0_mdeg,2_mdeg,4_mdeg,-2_deltaA_diff,-4_deltaA_diff,0_deltaA_diff,2_deltaA_diff,4_deltaA_diff
496.0,2.5,0.0005355000000000001,0.0004222112525,0.0004760555555555556,0.000469,0.0004959999999999999,17.661861,13.925371529955,15.701264333333336,15.468558000000005,16.359072,5.9444444444444486e-05,-5.384430305555558e-05,0.0,-7.055555555555558e-06,1.994444444444434e-05
500.0,2.48,0.00054675,0.0004417663,0.00048827777777777774,0.00045699999999999994,0.00046849999999999995,18.032908499999998,14.5703361066,16.10437766666667,15.072774,15.452067,5.847222222222229e-05,-4.651147777777774e-05,0.0,-3.12777777777778e-05,-1.9777777777777795e-05
504.0,2.4603174603174605,0.0005442499999999999,0.0004754318650000001,0.000492,0.00043674999999999996,0.00042625000000000003,17.950453500000002,15.68069377143,16.227144000000003,14.404888500000006,14.058577499999997,5.224999999999989e-05,-1.6568134999999957e-05,0.0,-5.525000000000007e-05,-6.575e-05
508.0,2.440944881889764,0.00056024042,0.00050373212,0.0004812949311111111,0.00041624999999999995,0.0004165,18.47784953244,16.61409278184,15.874069417906668,13.728757500000004,13.737003000000001,7.894548888888887e-05,2.243718888888884e-05,0.0,-6.504493111111117e-05,-6.479493111111114e-05
512.0,2.421875,0.0005726125449999999,0.0005171336650000001,0.00048177737111111115,0.000411,0.0003842500000000001,18.88590695919,17.056102539030004,15.889981253986665,13.555602,12.673333500000004,9.083517388888874e-05,3.5356293888888924e-05,0.0,-7.077737111111114e-05,-9.752737111111106e-05
516.0,2.4031007751937983,0.0005647534749999999,0.0005575006425,0.0004785786787222223,0.0003828292425,0.0003657494275,18.626699112449998,18.387486190935,15.784481981616333,12.626474076135,12.063147617805,8.617479627777761e-05,7.892196377777766e-05,0.0,-9.57494362222223e-05,-0.00011282925122222233
520.0,2.3846153846153846,0.000561662115,0.0005831764874999999,0.0004696867127777778,0.0003741453745,0.00033166306525,18.524739876929996,19.234326910725,15.491207160836668,12.340062741758999,10.938911218075498,9.197540222222216e-05,0.00011348977472222212,0.0,-9.554133827777779e-05,-0.0001380236475277778
524.0,2.366412213740458,0.000567801502,0.000583006695,0.0004529761631111111,0.0003559330625,0.00029703433250000003,18.727229138964,19.22872681449,14.940059811730666,11.739384267375,9.796786354515,0.00011482533888888889,0.0001300305318888889,0.0,-9.704310061111113e-05,-0.00015594183061111108
528.0,2.3484848484848486,0.0005774808175,0.000576699315,0.00044880973166666664,0.00033831138500000003,0.00028475,19.046472322785,19.02069680733,14.802642569829999,11.158186100070001,9.3916245,0.00012867108583333335,0.00012788958333333336,0.0,-0.00011049834666666662,-0.00016405973166666663
532.0,2.330827067669173,0.0005755059075,0.0005793519975,0.00043195231888888886,0.000326,0.000265852705,18.981335841165,19.108187581545,14.246651381593335,10.752132,8.768353916310001,0.00014355358861111112,0.00014739967861111114,0.0,-0.00010595231888888885,-0.00016609961388888884
536.0,2.3134328358208953,0.0005632752924999999,0.00056914013275,0.00042144444444444445,0.00030343315000000003,0.00024306750499999996,18.577945697235002,18.771379858360504,13.900080666666668,10.0078321533,8.01685244991,0.00014183084805555548,0.00014769568830555555,0.0,-0.00011801129444444442,-0.0001783769394444445
540.0,2.2962962962962963,0.00054975,0.0005585266497500001,0.00039977777777777776,0.00027946162,0.00021016873250000003,18.1318545,18.421325962054503,13.185470666666667,9.21720315084,6.931785135315,0.00014997222222222224,0.0001587488719722223,0.0,-0.00012031615777777775,-0.00018960904527777774
544.0,2.2794117647058822,0.000536,0.00054886067,0.0003866111111111111,0.00026667957575,0.00020075000000000003,17.678352,18.102522617940004,12.751207666666666,8.7956257673865,6.6211364999999995,0.0001493888888888889,0.0001622495588888889,0.0,-0.00011993153536111112,-0.0001858611111111111
548.0,2.2627737226277373,0.0005164999999999999,0.0005540263175,0.00036967664555555556,0.0002473068575,0.00017725,17.035203,18.272896003785,12.192675123713332,8.156674774065,5.846059500000003,0.00014682335444444436,0.00018434967194444447,0.0,-0.00012236978805555554,-0.00019242664555555556
552.0,2.246376811594203,0.000494,0.0005375979650000001,0.00035476198622222226,0.00023225,0.00015999999999999999,16.293107999999997,17.73105608163,11.700759829581333,7.6600695000000005,5.27712,0.00013923801377777772,0.0001828359787777778,0.0,-0.00012251198622222225,-0.00019476198622222227
556.0,2.2302158273381294,0.000481,0.0005214673525,0.0003432751711111111,0.000207,0.00013975,15.864342,17.199036220155,11.321901693586666,6.827273999999999,4.6092344999999995,0.00013772482888888888,0.00017819218138888886,0.0,-0.0001362751711111111,-0.0002035251711111111
560.0,2.2142857142857144,0.0004755,0.00051375,0.00032490097544444444,0.00020074999999999997,0.00013299999999999998,15.682941,16.9445025,10.715883972108667,6.621136499999999,4.386605999999999,0.00015059902455555557,0.00018884902455555555,0.0,-0.00012415097544444446,-0.00019190097544444446
564.0,2.198581560283688,0.0004615,0.0004987500000000001,0.0003211752316666667,0.00018925000000000007,0.00010749999999999985,15.221193,16.4497725,10.59300149083,6.2418435,3.545565,0.0001403247683333333,0.00017757476833333338,0.0,-0.0001319252316666666,-0.00021367523166666684
568.0,2.183098591549296,0.00044975,0.00047925,0.0003047085661111111,0.00017249999999999996,8.999999999999991e-05,14.8336545,15.8066235,10.04989792747667,5.689395000000001,2.9683799999999962,0.0001450414338888889,0.0001745414338888889,0.0,-0.00013220856611111115,-0.0002147085661111112
572.0,2.167832167832168,0.00041728074,0.00047425,0.00028736497166666664,0.00017325,8.049999999999995e-05,13.76275336668,15.6417135,9.477871495510001,5.714131500000001,2.6550510000000003,0.00012991576833333335,0.00018688502833333337,0.0,-0.00011411497166666663,-0.00020686497166666669
576.0,2.1527777777777777,0.00039826469174999995,0.000457,0.0002747222222222222,0.00017049999999999997,8.049999999999984e-05,13.1355660632985,15.072773999999999,9.060888333333335,5.623430999999998,2.6550510000000003,0.00012354246952777775,0.0001822777777777778,0.0,-0.00010422222222222224,-0.00019422222222222237
580.0,2.1379310344827585,0.0003915429875,0.0004356205375,0.00025944444444444447,0.00016100000000000006,7.174999999999998e-05,12.913870813725001,14.367636567824999,8.556996666666665,5.3101020000000005,2.366458500000004,0.00013209854305555553,0.0001761760930555555,0.0,-9.84444444444444e-05,-0.00018769444444444449
584.0,2.1232876712328768,0.00036810698750000005,0.00040387410250000005,0.00024905555555555553,0.00016125,7.850000000000001e-05,12.140904661725003,13.320575648655002,8.214350333333332,5.318347500000002,2.5890869999999993,0.00011905143194444452,0.00015481854694444452,0.0,-8.780555555555554e-05,-0.00017055555555555552
588.0,2.108843537414966,0.0003465000000000001,0.00038137724,0.0002388333333333333,0.00014774999999999999,6.524999999999999e-05,11.428263000000001,12.57858412968,7.877201000000001,4.873090499999996,2.1520755000000023,0.00010766666666666677,0.00014254390666666668,0.0,-9.108333333333332e-05,-0.00017358333333333332
592.0,2.0945945945945947,0.0003275,0.00036629522499999996,0.00022027777777777774,0.00012974999999999998,5.574999999999992e-05,10.801605,12.08114911095,7.265201666666664,4.2794145000000015,1.8387464999999992,0.00010722222222222226,0.00014601744722222222,0.0,-9.052777777777775e-05,-0.00016452777777777782
596.0,2.0805369127516777,0.00030749999999999994,0.00034725,0.00020683333333333317,0.00010875000000000012,3.7250000000000065e-05,10.141964999999995,11.452999500000002,6.821776999999997,3.5867925000000014,1.228579499999995,0.00010066666666666676,0.00014041666666666684,0.0,-9.808333333333305e-05,-0.0001695833333333331
600.0,2.066666666666667,0.00027974999999999994,0.0003205,0.0001918888888888889,9.200000000000007e-05,3.500000000000009e-05,9.226714500000002,10.570731,6.328879333333333,3.034344000000001,1.1543700000000001,8.786111111111104e-05,0.00012861111111111108,0.0,-9.988888888888884e-05,-0.0001568888888888888
604.0,2.052980132450331,0.00025775000000000006,0.00028475,0.0001738888888888889,7.525000000000012e-05,2.800000000000003e-05,8.501110500000003,9.391624499999999,5.7352033333333345,2.4818954999999967,0.9234960000000001,8.386111111111116e-05,0.00011086111111111111,0.0,-9.863888888888878e-05,-0.00014588888888888887
608.0,2.039473684210526,0.0002475,0.0002605,0.00015988888888888878,7.174999999999998e-05,3.000000000000008e-05,8.163045,8.591810999999998,5.273455333333331,2.3664585000000002,0.9894600000000011,8.761111111111122e-05,0.00010061111111111121,0.0,-8.81388888888888e-05,-0.0001298888888888887
612.0,2.026143790849673,0.00022150000000000002,0.00024025,0.00013177777777777775,5.974999999999991e-05,1.4000000000000123e-05,7.305512999999998,7.923925500000001,4.346294666666669,1.9706744999999977,0.46174800000000005,8.972222222222226e-05,0.00010847222222222226,0.0,-7.202777777777785e-05,-0.00011777777777777763
616.0,2.012987012987013,0.00019475000000000015,0.00021349999999999993,0.00010711111111111121,4.500000000000001e-05,-1.4999999999999823e-06,6.423244500000003,7.041657000000001,3.532738666666667,1.4841899999999981,-0.04947299999999899,8.763888888888894e-05,0.00010638888888888872,0.0,-6.21111111111112e-05,-0.00010861111111111119
620.0,2.0,0.0001577499999999999,0.00017900000000000012,9.055555555555564e-05,3.275000000000001e-05,-1.1500000000000008e-05,5.2029105000000015,5.903778000000003,2.986703333333331,1.0801605000000016,-0.379292999999997,6.719444444444427e-05,8.844444444444449e-05,0.0,-5.7805555555555626e-05,-0.00010205555555555564
624.0,1.9871794871794872,0.00013374999999999997,0.0001365,7.866666666666655e-05,1.3499999999999949e-05,-1.725000000000012e-05,4.4113425000000035,4.5020430000000005,2.5945839999999976,0.44525700000000157,-0.5689395000000026,5.5083333333333416e-05,5.7833333333333456e-05,0.0,-6.51666666666666e-05,-9.591666666666668e-05
628.0,1.9745222929936306,0.00011674999999999999,9.450000000000007e-05,5.6166666666666604e-05,-2.750000000000148e-06,-3.3250000000000076e-05,3.8506484999999984,3.116799000000004,1.852489000000002,-0.09070050000000052,-1.0966515000000001,6.058333333333339e-05,3.833333333333347e-05,0.0,-5.891666666666675e-05,-8.941666666666668e-05
632.0,1.9620253164556962,8.700000000000005e-05,6.800000000000003e-05,3.666666666666662e-05,-1.8000000000000004e-05,-4.774999999999994e-05,2.8694339999999983,2.242775999999999,1.2093399999999974,-0.5936759999999985,-1.5748905000000022,5.0333333333333436e-05,3.133333333333341e-05,0.0,-5.466666666666662e-05,-8.441666666666656e-05
636.0,1.949685534591195,5.774999999999997e-05,4.050000000000006e-05,1.5944444444444404e-05,-3.775000000000002e-05,-6.0249999999999974e-05,1.9047104999999966,1.3357709999999976,0.5258796666666647,-1.2450705000000042,-1.9871654999999961,4.180555555555556e-05,2.455555555555566e-05,0.0,-5.369444444444443e-05,-7.619444444444438e-05
640.0,1.9375,2.6749999999999973e-05,1.1749999999999933e-05,-2.333333333333354e-06,-5.324999999999991e-05,-6.849999999999998e-05,0.882268499999995,0.387538499999998,-0.07695799999999764,-1.7562915000000032,-2.2592670000000012,2.9083333333333326e-05,1.4083333333333287e-05,0.0,-5.091666666666656e-05,-6.616666666666663e-05
644.0,1.9254658385093169,2.500000000000332e-07,-1.774999999999997e-05,-2.2111111111110986e-05,-5.849999999999996e-05,-8.375000000000006e-05,0.008245500000001016,-0.5854304999999975,-0.7292686666666626,-1.9294469999999997,-2.7622424999999993,2.236111111111102e-05,4.361111111111015e-06,0.0,-3.638888888888897e-05,-6.163888888888907e-05
648.0,1.9135802469135803,-6.7500000000000285e-06,-5.600000000000006e-05,-3.811111111111094e-05,-7.975000000000007e-05,-8.575e-05,-0.222628499999999,-1.8469920000000002,-1.2569806666666672,-2.6303145000000008,-2.8282065000000003,3.136111111111091e-05,-1.788888888888912e-05,0.0,-4.163888888888913e-05,-4.7638888888889056e-05
652.0,1.901840490797546,-2.1750000000000068e-05,-7.925000000000011e-05,-5.666666666666667e-05,-8.225000000000007e-05,-8.649999999999999e-05,-0.7173585000000031,-2.6138235000000094,-1.8689800000000005,-2.7127695000000003,-2.852943,3.49166666666666e-05,-2.258333333333344e-05,0.0,-2.5583333333333404e-05,-2.9833333333333318e-05
656.0,1.8902439024390243,-4.724999999999998e-05,-9.599999999999973e-05,-7.244444444444442e-05,-8.74999999999999e-05,-8.474999999999997e-05,-1.558399499999993,-3.166271999999992,-2.3893626666666634,-2.8859250000000003,-2.7952245000000033,2.519444444444444e-05,-2.355555555555531e-05,0.0,-1.5055555555555482e-05,-1.230555555555555e-05
660.0,1.878787878787879,-7.550000000000026e-05,-0.00013575000000000002,-7.888888888888898e-05,-9.700000000000008e-05,-9.575000000000013e-05,-2.4901410000000084,-4.4773065000000045,-2.6019133333333357,-3.1992539999999963,-3.158026500000002,3.3888888888887123e-06,-5.6861111111111045e-05,0.0,-1.8111111111111106e-05,-1.6861111111111157e-05
664.0,1.8674698795180722,-8.275000000000036e-05,-0.00015575000000000007,-9.994444444444439e-05,-9.725000000000011e-05,-9.650000000000001e-05,-2.7292605000000094,-5.136946500000008,-3.296367666666665,-3.2074994999999973,-3.1827630000000013,1.7194444444444028e-05,-5.5805555555555686e-05,0.0,2.694444444444272e-06,3.4444444444443716e-06
668.0,1.8562874251497006,-0.00010825000000000006,-0.00017525000000000006,-0.00011472222222222233,-0.00012575,-0.00010074999999999993,-3.5703015000000065,-5.780095500000002,-3.783768333333331,-4.147486499999999,-3.322936500000001,6.472222222222274e-06,-6.052777777777773e-05,0.0,-1.1027777777777663e-05,1.3972222222222402e-05
672.0,1.8452380952380953,-0.00013900000000000002,-0.00019950000000000002,-0.0001177222222222223,-0.00014250000000000005,-9.774999999999996e-05,-4.5844980000000035,-6.579909000000001,-3.882714333333336,-4.699935,-3.2239904999999958,-2.1277777777777723e-05,-8.177777777777773e-05,0.0,-2.4777777777777754e-05,1.997222222222233e-05
676.0,1.834319526627219,-0.00015250000000000007,-0.0002245000000000003,-0.00012355555555555546,-0.00015525,-9.900000000000013e-05,-5.0297550000000015,-7.404459000000003,-4.07510933333333,-5.1204554999999985,-3.2652179999999973,-2.8944444444444612e-05,-0.00010094444444444484,0.0,-3.169444444444454e-05,2.4555555555555333e-05
680.0,1.8235294117647058,-0.00016825,-0.00025325,-0.00014394444444444448,-0.00014724999999999992,-9.400000000000012e-05,-5.549221500000009,-8.352691500000006,-4.747575666666666,-4.856599499999998,-3.100308000000002,-2.4305555555555517e-05,-0.00010930555555555552,0.0,-3.30555555555544e-06,4.9944444444444363e-05
684.0,1.8128654970760234,-0.00016375000000000005,-0.0002884999999999997,-0.00015927777777777793,-0.0001455,-0.00010974999999999993,-5.4008024999999975,-9.515307,-5.2532996666666705,-4.798880999999998,-3.6197744999999983,-4.472222222222117e-06,-0.00012922222222222176,0.0,1.377777777777792e-05,4.9527777777778e-05
688.0,1.802325581395349,-0.00016050000000000005,-0.00030774999999999986,-0.00016405555555555553,-0.00014925000000000008,-0.00011424999999999999,-5.2936109999999985,-10.1502105,-5.410880333333328,-4.9225635000000025,-3.7681935000000024,3.5555555555554733e-06,-0.00014369444444444434,0.0,1.4805555555555449e-05,4.980555555555554e-05
692.0,1.7919075144508672,-0.0001732499999999998,-0.00033,-0.0001695555555555555,-0.00015799999999999994,-0.00012324999999999988,-5.714131500000001,-10.884059999999998,-5.592281333333332,-5.211155999999999,-4.0650315,-3.6944444444442963e-06,-0.0001604444444444445,0.0,1.155555555555556e-05,4.630555555555562e-05
696.0,1.7816091954022988,-0.00019875000000000014,-0.00036574999999999997,-0.00018594444444444442,-0.00016474999999999997,-0.00011999999999999999,-6.555172499999998,-12.063166500000001,-6.132819666666666,-5.433784499999998,-3.957840000000001,-1.2805555555555725e-05,-0.00017980555555555556,0.0,2.119444444444445e-05,6.594444444444443e-05
700.0,1.7714285714285714,-0.00022750000000000027,-0.0003637499999999999,-0.00020361111111111122,-0.00017024999999999994,-0.00011999999999999999,-7.503405000000001,-11.9972025,-6.715501666666668,-5.615185499999999,-3.9578399999999974,-2.3888888888889048e-05,-0.0001601388888888887,0.0,3.3361111111111287e-05,8.361111111111123e-05
704.0,1.7613636363636365,-0.00023475000000000015,-0.0003874999999999998,-0.0002165,-0.00019049999999999991,-0.00013325,-7.742524500000002,-12.780524999999997,-7.140602999999999,-6.283070999999996,-4.3948515000000015,-1.8250000000000145e-05,-0.00017099999999999982,0.0,2.600000000000009e-05,8.324999999999999e-05
708.0,1.7514124293785311,-0.00024675,-0.00042625,-0.00022922222222222224,-0.00024624999999999994,-0.000147,-8.138308499999994,-14.058577499999998,-7.560207333333334,-8.121817500000002,-4.8483540000000005,-1.7527777777777767e-05,-0.00019702777777777774,0.0,-1.70277777777777e-05,8.222222222222225e-05
712.0,1.7415730337078652,-0.00027225000000000014,-0.00045925,-0.00024244444444444433,-0.00026650000000000014,-0.0001625,-8.979349500000005,-15.14698349999999,-7.996302666666669,-8.789703000000003,-5.3595749999999995,-2.9805555555555813e-05,-0.0002168055555555557,0.0,-2.405555555555581e-05,7.994444444444433e-05
716.0,1.7318435754189945,-0.00028324999999999986,-0.000446,-0.00025849999999999983,-0.00028724999999999996,-0.00016949999999999995,-9.3421515,-14.709972,-8.525847000000002,-9.474079500000002,-5.590449,-2.4750000000000032e-05,-0.00018750000000000017,0.0,-2.875000000000013e-05,8.899999999999989e-05
720.0,1.7222222222222223,-0.00030225,-0.0004655,-0.00027922222222222226,-0.00028150000000000007,-0.00019875000000000003,-9.968809499999999,-15.353121000000002,-9.209307333333332,-9.284433,-6.555172500000005,-2.3027777777777738e-05,-0.00018627777777777772,0.0,-2.277777777777803e-06,8.047222222222223e-05
724.0,1.712707182320442,-0.00031400000000000004,-0.0004919999999999998,-0.0002815555555555555,-0.00029450000000000006,-0.00020225000000000006,-10.356347999999997,-16.22714400000001,-9.286265333333333,-9.713198999999996,-6.670609499999998,-3.2444444444444534e-05,-0.0002104444444444443,0.0,-1.2944444444444548e-05,7.930555555555544e-05
728.0,1.7032967032967032,-0.0003290000000000003,-0.0005197499999999998,-0.00031111111111111096,-0.00030999999999999995,-0.00022125000000000004,-10.851078000000001,-17.142394499999995,-10.261066666666672,-10.224420000000002,-7.2972675,-1.7888888888889336e-05,-0.00020863888888888885,0.0,1.1111111111110177e-06,8.986111111111093e-05
732.0,1.6939890710382515,-0.00034125,-0.0005267499999999999,-0.0003231666666666667,-0.00032874999999999994,-0.00021974999999999995,-11.255107499999994,-17.373268499999995,-10.658683,-10.842832499999993,-7.247794499999998,-1.8083333333333276e-05,-0.00020358333333333318,0.0,-5.583333333333243e-06,0.00010341666666666675
736.0,1.684782608695652,-0.00033374999999999985,-0.0005325,-0.00032911111111111097,-0.00034774999999999997,-0.0002347500000000001,-11.007742500000006,-17.56291499999999,-10.854742666666663,-11.4694905,-7.742524500000002,-4.638888888888878e-06,-0.00020338888888888902,0.0,-1.8638888888889e-05,9.436111111111087e-05
740.0,1.6756756756756757,-0.0003567500000000001,-0.000539,-0.00033244444444444435,-0.00034500000000000004,-0.00023224999999999993,-11.7663285,-17.777298000000002,-10.964682666666668,-11.378790000000002,-7.660069499999999,-2.4305555555555734e-05,-0.00020655555555555564,0.0,-1.2555555555555692e-05,0.00010019444444444442
744.0,1.6666666666666667,-0.0003747500000000001,-0.0005557499999999998,-0.00034544444444444434,-0.0003765000000000001,-0.0002377499999999999,-12.360004500000002,-18.3297465,-11.393448666666668,-12.417723000000002,-7.841470499999996,-2.9305555555555747e-05,-0.00021030555555555548,0.0,-3.105555555555576e-05,0.00010769444444444444
748.0,1.6577540106951871,-0.0003972499999999998,-0.0005482500000000001,-0.00035988888888888865,-0.00036225000000000005,-0.00023625000000000002,-13.102099499999994,-18.08238150000001,-11.869855333333334,-11.947729500000005,-7.791997500000001,-3.736111111111117e-05,-0.00018836111111111148,0.0,-2.3611111111114004e-06,0.00012363888888888863
752.0,1.648936170212766,-0.00036874999999999994,-0.00055525,-0.0003767222222222222,-0.00035574999999999995,-0.0002385,-12.1621125,-18.313255499999997,-12.425052333333337,-11.733346499999996,-7.866206999999996,7.972222222222256e-06,-0.00017852777777777778,0.0,2.0972222222222247e-05,0.0001382222222222222
756.0,1.6402116402116402,-0.00035550000000000035,-0.0005507499999999998,-0.00039727777777777797,-0.00040875000000000004,-0.00024325000000000009,-11.725100999999995,-18.164836499999993,-13.10301566666666,-13.481392500000005,-8.022871500000008,4.1777777777777625e-05,-0.00015347222222222184,0.0,-1.147222222222207e-05,0.0001540277777777779
