Field,MCD_1_amp_max,MCD_1_amp_min
-10.0,0.00030980674,0.00024816515824999997
-2.0,7.905674e-05,5.309135825e-05
-4.0,0.0001283909175,8.989710325e-05
-6.0,0.00019180674,0.00014266515825
-8.0,0.00025580674,0.00019591515825
10.0,-0.00026283484175,-0.00033169326
2.0,-4.260848925e-05,-7.184423999999999e-05
4.0,-9.204237925e-05,-0.000144701065
6.0,-0.00014833484175,-0.00021569326
8.0,-0.00020433484175000002,-0.00027694326
