wavelength,energy,-2_deltaA,-4_deltaA,-6_deltaA,0_deltaA,2_deltaA,4_deltaA,6_deltaA,-2_mdeg,-4_mdeg,-6_mdeg,0_mdeg,2_mdeg,4_mdeg,6_mdeg,-2_deltaA_diff,-4_deltaA_diff,-6_deltaA_diff,0_deltaA_diff,2_deltaA_diff,4_deltaA_diff,6_deltaA_diff
300.0,4.133333333333334,0.00122,0.0020327500000000003,0.0024029999999999998,0.0002747499999999998,-0.0007724999999999997,-0.0017119999999999991,-0.00228325,40.23804,67.04416049999999,79.255746,9.061804499999994,-25.478594999999984,-56.465183999999994,-75.3061515,0.0009452500000000001,0.0017580000000000004,0.00212825,0.0,-0.0010472499999999996,-0.001986749999999999,-0.002558
304.0,4.078947368421052,0.001155,0.0018597499999999999,0.00210125,0.0002255,-0.000788249999999999,-0.0015465000000000001,-0.00202275,38.09421,61.3382745,69.3034275,7.437440999999993,-25.998061499999977,-51.00666299999999,-66.7143405,0.0009295,0.0016342499999999999,0.0018757499999999998,0.0,-0.001013749999999999,-0.0017720000000000001,-0.00224825
308.0,4.025974025974026,0.0010355,0.00162525,0.001859,0.0001929999999999996,-0.0007715000000000005,-0.00136475,-0.00174475,34.152861,53.603995499999996,61.313537999999994,6.365526000000003,-25.445613000000037,-45.0121845,-57.5453445,0.0008425000000000004,0.0014322500000000004,0.0016660000000000004,0.0,-0.0009645000000000001,-0.0015577499999999997,-0.0019377499999999996
312.0,3.9743589743589745,0.0009165,0.0013714999999999999,0.0015300000000000001,0.0001510000000000001,-0.0007317499999999998,-0.0011117500000000003,-0.00142025,30.228002999999987,45.234812999999995,50.46246000000001,4.980281999999988,-24.134578500000003,-36.6677385,-46.8426855,0.0007654999999999999,0.0012204999999999998,0.001379,0.0,-0.0008827499999999999,-0.0012627500000000004,-0.0015712500000000002
316.0,3.9240506329113924,0.00084125,0.0012623357900000002,0.0014097499999999998,0.00014524999999999955,-0.0006840000000000001,-0.00103375,-0.00131625,27.746107499999994,41.63435902578001,46.4963745,4.790635500000008,-22.55968800000001,-34.09514250000001,-43.4125575,0.0006960000000000004,0.0011170857900000006,0.0012645000000000002,0.0,-0.0008292499999999997,-0.0011789999999999995,-0.0014614999999999995
320.0,3.875,0.0007207499999999998,0.0010860000000000002,0.0012189999999999998,0.0001202499999999997,-0.0006082499999999998,-0.0009074999999999997,-0.0011315000000000001,23.771776499999987,35.81845199999999,40.205057999999994,3.9660855000000055,-20.061301499999985,-29.931164999999993,-37.319132999999994,0.0006005000000000001,0.0009657500000000005,0.0010987500000000001,0.0,-0.0007284999999999995,-0.0010277499999999994,-0.0012517499999999998
324.0,3.8271604938271606,0.0006282499999999999,0.0009012500000000001,0.0010190267774999998,8.374999999999962e-05,-0.0005134999999999996,-0.0007559999999999997,-0.000944,20.720941499999995,29.725027500000003,33.609541175504994,2.7622424999999993,-16.936256999999998,-24.934391999999995,-31.135008000000003,0.0005445000000000003,0.0008175000000000005,0.0009352767775000002,0.0,-0.0005972499999999993,-0.0008397499999999994,-0.0010277499999999996
328.0,3.7804878048780486,0.0005079999999999998,0.0007412499999999999,0.0008454999999999999,6.499999999999995e-05,-0.0004077500000000001,-0.00058025,-0.0007622500000000001,16.75485599999999,24.4479075,27.886280999999997,2.143829999999994,-13.448410499999994,-19.1378055,-25.140529500000003,0.0004429999999999998,0.00067625,0.0007804999999999999,0.0,-0.0004727500000000001,-0.00064525,-0.0008272500000000001
332.0,3.7349397590361444,0.0004257499999999999,0.0005932499999999998,0.00067975,6.575000000000027e-05,-0.0003142500000000001,-0.0004484999999999999,-0.0006182500000000001,14.04208650000001,19.566571500000002,22.419514500000005,2.168566499999997,-10.364593499999998,-14.792427,-20.391121500000004,0.00035999999999999964,0.0005274999999999995,0.0006139999999999997,0.0,-0.00038000000000000035,-0.0005142500000000002,-0.0006840000000000004
336.0,3.6904761904761907,0.0003455000000000003,0.0004722499999999998,0.0005385000000000001,6.199999999999999e-05,-0.00023050000000000024,-0.00033124999999999973,-0.0005023976249999999,11.395280999999997,15.5757495,17.760807000000007,2.0448840000000104,-7.602351000000006,-10.925287499999996,-16.57007846775,0.00028350000000000033,0.0004102499999999998,0.00047650000000000014,0.0,-0.0002925000000000002,-0.0003932499999999997,-0.0005643976249999999
340.0,3.6470588235294117,0.00029775000000000027,0.00038375,0.00040249999999999986,4.674999999999992e-05,-0.00017500000000000024,-0.0002460000000000001,-0.0003788453125,9.820390500000002,12.656842499999996,13.275255000000001,1.5419084999999768,-5.771850000000001,-8.113571999999998,-12.495076096875,0.00025100000000000035,0.00033700000000000006,0.00035574999999999995,0.0,-0.00022175000000000016,-0.00029275000000000004,-0.0004255953124999999
344.0,3.604651162790698,0.00025375000000000007,0.0002975,0.00028575,2.8000000000000247e-05,-0.00012724999999999998,-0.00017699999999999997,-0.000254758625,8.369182499999994,9.812145000000001,9.424606500000003,0.9234960000000001,-4.1969595000000055,-5.837814000000002,-8.40244896975,0.00022574999999999982,0.0002694999999999998,0.00025774999999999973,0.0,-0.00015525000000000022,-0.0002050000000000002,-0.00028275862500000025
348.0,3.5632183908045976,0.00021425000000000003,0.00022674999999999974,0.00019899999999999996,2.3000000000000017e-05,-7.700000000000003e-05,-0.00010225000000000002,-0.000164622841,7.06639349999999,7.478668499999998,6.563417999999999,0.758585999999994,-2.5396140000000074,-3.3724094999999963,-5.429590541862,0.00019125000000000001,0.00020374999999999972,0.00017599999999999994,0.0,-0.00010000000000000005,-0.00012525000000000004,-0.00018762284100000003
352.0,3.522727272727273,0.00018074999999999992,0.0001592500000000001,0.0001297500000000001,2.8500000000000096e-05,-3.450000000000024e-05,-5.124999999999997e-05,-0.00011037629249999998,5.9614964999999955,5.252383500000008,4.2794145000000015,0.9399870000000021,-1.1378790000000052,-1.6903275000000004,-3.6404308792349998,0.00015224999999999982,0.00013075,0.00010125,0.0,-6.300000000000034e-05,-7.975000000000007e-05,-0.0001388762925000001
356.0,3.4831460674157304,0.0001512499999999999,0.00011650000000000028,8.375000000000006e-05,3.049999999999971e-05,-9.49999999999996e-06,-2.2999999999999963e-05,-7.325000000000002e-05,4.988527500000004,3.8424030000000045,2.7622424999999993,1.005950999999996,-0.3133290000000031,-0.7585859999999993,-2.4159314999999992,0.0001207500000000002,8.600000000000057e-05,5.3250000000000346e-05,0.0,-3.999999999999967e-05,-5.3499999999999674e-05,-0.00010374999999999973
360.0,3.4444444444444446,0.00013225,8.125000000000016e-05,4.1250000000000054e-05,2.6500000000000265e-05,8.749999999999969e-06,-1.849999999999999e-05,-6.699999999999995e-05,4.361869499999997,2.6797875000000033,1.3605075000000042,0.8740230000000011,0.2885924999999965,-0.6101670000000006,-2.2097940000000005,0.00010574999999999972,5.4749999999999894e-05,1.474999999999979e-05,0.0,-1.7750000000000296e-05,-4.5000000000000254e-05,-9.350000000000021e-05
364.0,3.4065934065934065,0.00010699999999999989,4.6499999999999883e-05,1.500000000000004e-05,2.1500000000000035e-05,2.099999999999997e-05,-2.1469080000000013e-05,-6.125e-05,3.5290740000000014,1.5336629999999971,0.4947300000000041,0.7091130000000021,0.6926220000000001,-0.7080931965599997,-2.020147500000002,8.549999999999986e-05,2.499999999999985e-05,-6.499999999999995e-06,0.0,-5.000000000000664e-07,-4.296908000000005e-05,-8.275000000000003e-05
368.0,3.369565217391304,8.050000000000006e-05,1.3999999999999907e-05,-1.2250000000000108e-05,1.7249999999999904e-05,3.35e-05,-2.7976997499999996e-05,-7.100000000000005e-05,2.6550510000000003,0.46174800000000005,-0.40402950000000004,0.568939499999999,1.1048970000000011,-0.9227373315449998,-2.3417220000000007,6.325000000000016e-05,-3.2499999999999977e-06,-2.9500000000000012e-05,0.0,1.6250000000000097e-05,-4.52269974999999e-05,-8.824999999999995e-05
372.0,3.3333333333333335,5.1750000000000147e-05,-2.325000000000005e-05,-3.174999999999988e-05,1.7499999999999937e-05,3.200000000000002e-05,-3.587323e-05,-8.8e-05,1.7068185000000042,-0.766831499999995,-1.0471785000000011,0.5771850000000001,1.0554239999999986,-1.18317087186,-2.9024159999999997,3.425000000000021e-05,-4.074999999999999e-05,-4.9249999999999815e-05,0.0,1.4500000000000081e-05,-5.337322999999994e-05,-0.00010549999999999994
376.0,3.297872340425532,2.5499999999999915e-05,-4.700000000000017e-05,-4.3500000000000136e-05,9.000000000000002e-06,3.150000000000001e-05,-4.89507825e-05,-0.00010450000000000005,0.841040999999997,-1.5501539999999991,-1.434716999999992,0.2968380000000046,1.038933,-1.614494708415,-3.446619,1.6499999999999913e-05,-5.600000000000017e-05,-5.250000000000014e-05,0.0,2.2500000000000005e-05,-5.79507825e-05,-0.00011350000000000005
380.0,3.263157894736842,2.7499999999999313e-06,-7.275000000000011e-05,-6.075000000000004e-05,2.249999999999865e-06,1.675e-05,-5.051681750000001e-05,-0.00010149999999999995,0.09070049999999696,-2.399440499999997,-2.003656499999998,0.07420950000000204,0.5524485000000006,-1.6661456747850003,-3.3476730000000003,5.000000000000664e-07,-7.499999999999998e-05,-6.29999999999999e-05,0.0,1.4500000000000136e-05,-5.2766817499999874e-05,-0.00010374999999999981
384.0,3.2291666666666665,-1.6000000000000172e-05,-0.00010350000000000008,-8.850000000000004e-05,-1.1249999999999975e-05,1.0249999999999951e-05,-4.9572035e-05,-9.433059500000001e-05,-0.5277120000000082,-3.4136370000000014,-2.9189070000000044,-0.37104749999999953,0.3380655000000008,-1.6349848583699997,-3.1112116842899997,-4.750000000000197e-06,-9.22500000000001e-05,-7.725000000000006e-05,0.0,2.1499999999999926e-05,-3.8322035000000026e-05,-8.308059500000003e-05
388.0,3.195876288659794,-3.824999999999998e-05,-0.0001337500000000002,-0.00012224999999999996,-2.5000000000000066e-05,6.499999999999995e-06,-4.5783972499999995e-05,-8.184519e-05,-1.2615614999999991,-4.411342499999996,-4.032049499999992,-0.8245499999999986,0.214382999999998,-1.5100469809950003,-2.6994180565800003,-1.3249999999999915e-05,-0.00010875000000000012,-9.72499999999999e-05,0.0,3.150000000000006e-05,-2.078397249999993e-05,-5.6845189999999934e-05
392.0,3.163265306122449,-6.724999999999993e-05,-0.00016800000000000018,-0.00016200000000000003,-3.4999999999999875e-05,1.624999999999999e-05,-3.275000000000001e-05,-6.53258065e-05,-2.2180394999999997,-5.540976000000015,-5.343084000000005,-1.1543700000000001,0.5359574999999985,-1.0801604999999999,-2.154575749983,-3.225000000000005e-05,-0.0001330000000000003,-0.00012700000000000016,0.0,5.124999999999986e-05,2.249999999999865e-06,-3.032580650000013e-05
396.0,3.1313131313131315,-8.625000000000006e-05,-0.00020799999999999985,-0.0002082500000000001,-3.9749999999999855e-05,1.9000000000000028e-05,-1.7250000000000013e-05,-4.074999999999999e-05,-2.8446974999999988,-6.860255999999996,-6.868501500000001,-1.311034499999998,0.626657999999999,-0.568939499999999,-1.3440164999999995,-4.650000000000021e-05,-0.00016825,-0.00016850000000000025,0.0,5.874999999999988e-05,2.2499999999999842e-05,-1.0000000000001327e-06
400.0,3.1,-0.00011625000000000003,-0.00023849999999999978,-0.00024200000000000003,-5.8250000000000034e-05,1.1249999999999975e-05,-1.3250000000000024e-05,-3.0999999999999995e-05,-3.8341575,-7.866206999999999,-7.981644000000006,-1.9212014999999987,0.3710475000000013,-0.43701150000000055,-1.0224419999999999,-5.8e-05,-0.00018024999999999975,-0.00018375,0.0,6.950000000000001e-05,4.500000000000001e-05,2.725000000000004e-05
404.0,3.0693069306930694,-0.00013349999999999994,-0.00025975,-0.00027575000000000006,-6.950000000000001e-05,-1.5000000000000365e-06,-1.875000000000005e-05,-2.6749999999999973e-05,-4.403096999999999,-8.567074499999997,-9.094786500000001,-2.2922490000000018,-0.04947299999999899,-0.6184125000000016,-0.8822684999999986,-6.399999999999993e-05,-0.00019025,-0.00020625000000000005,0.0,6.799999999999997e-05,5.074999999999996e-05,4.2750000000000036e-05
408.0,3.0392156862745097,-0.00014349999999999996,-0.00027375,-0.000289,-7.625000000000004e-05,-8.749999999999969e-06,-2.524999999999999e-05,-2.099999999999997e-05,-4.7329170000000005,-9.028822499999997,-9.531797999999998,-2.5148775000000008,-0.28859250000000003,-0.8327954999999996,-0.6926220000000001,-6.724999999999993e-05,-0.00019749999999999998,-0.00021274999999999994,0.0,6.750000000000007e-05,5.100000000000005e-05,5.525000000000007e-05
412.0,3.0097087378640777,-0.00014974999999999993,-0.00028525,-0.00030350000000000006,-8.625000000000001e-05,-1.774999999999997e-05,-2.4249999999999966e-05,-1.3749999999999982e-05,-4.939054500000005,-9.408115499999997,-10.010037000000004,-2.8446974999999988,-0.5854304999999993,-0.7998135000000008,-0.4535025000000026,-6.349999999999992e-05,-0.000199,-0.00021725000000000005,0.0,6.850000000000004e-05,6.200000000000004e-05,7.250000000000003e-05
416.0,2.980769230769231,-0.00015525,-0.00029624999999999996,-0.0003185,-9.075000000000001e-05,-2.174999999999996e-05,-1.8749999999999995e-05,1.249999999999949e-06,-5.120455500000002,-9.7709175,-10.504766999999998,-2.993116500000003,-0.7173585000000013,-0.6184125000000016,0.04122750000000508,-6.45e-05,-0.00020549999999999995,-0.00022774999999999998,0.0,6.900000000000005e-05,7.200000000000002e-05,9.199999999999996e-05
420.0,2.9523809523809526,-0.0001625,-0.00030500000000000004,-0.0003407500000000001,-9.475e-05,-2.4499999999999945e-05,-1.2249999999999945e-05,8.500000000000044e-06,-5.3595749999999995,-10.05951,-11.238616500000003,-3.1250444999999996,-0.8080590000000001,-0.40402949999999827,0.280346999999999,-6.775e-05,-0.00021025000000000004,-0.0002460000000000001,0.0,7.025000000000005e-05,8.250000000000005e-05,0.00010325000000000004
424.0,2.9245283018867925,-0.00016825,-0.00031275,-0.00035550000000000013,-9.974999999999996e-05,-2.4749999999999924e-05,-4.74999999999998e-06,2.45e-05,-5.5492215,-10.315120499999999,-11.725100999999995,-3.2899545000000003,-0.8163045000000011,-0.15666449999999976,0.8080590000000001,-6.850000000000004e-05,-0.00021300000000000003,-0.00025575000000000017,0.0,7.500000000000003e-05,9.499999999999998e-05,0.00012424999999999996
428.0,2.897196261682243,-0.00017150000000000005,-0.0003135,-0.00036399999999999996,-0.00010600000000000003,-2.2749999999999984e-05,-1.4999999999999823e-06,3.225000000000016e-05,-5.656413000000001,-10.339857000000002,-12.005447999999994,-3.4960919999999973,-0.7503405000000001,-0.04947299999999899,1.0636694999999996,-6.550000000000002e-05,-0.00020749999999999995,-0.00025799999999999993,0.0,8.325000000000004e-05,0.00010450000000000005,0.0001382500000000002
432.0,2.8703703703703702,-0.0001722500000000001,-0.00031249999999999995,-0.0003669999999999999,-0.00011575000000000002,-3.7250000000000065e-05,-1.2499999999999924e-05,3.550000000000005e-05,-5.6811494999999965,-10.306874999999998,-12.104393999999996,-3.817666499999998,-1.2285795000000004,-0.41227500000000106,1.1708609999999986,-5.650000000000007e-05,-0.00019674999999999993,-0.0002512499999999999,0.0,7.849999999999996e-05,0.0001032500000000001,0.00015125000000000007
436.0,2.8440366972477062,-0.00017475,-0.00030600000000000007,-0.00036149999999999995,-0.0001225,-4.9750000000000044e-05,-2.45e-05,2.45e-05,-5.7636045,-10.092492,-11.922993000000002,-4.040295,-1.6408544999999997,-0.8080590000000001,0.8080590000000036,-5.2249999999999996e-05,-0.00018350000000000007,-0.00023899999999999995,0.0,7.274999999999995e-05,9.8e-05,0.000147
440.0,2.8181818181818183,-0.00017099999999999998,-0.00029575,-0.0003514999999999999,-0.00012674999999999996,-5.35e-05,-3.374999999999998e-05,1.5250000000000018e-05,-5.639921999999995,-9.754426500000001,-11.593173,-4.1804685,-1.7645370000000007,-1.1131424999999986,0.502975499999998,-4.425000000000002e-05,-0.00016900000000000004,-0.00022474999999999996,0.0,7.324999999999996e-05,9.299999999999998e-05,0.00014199999999999998
444.0,2.7927927927927927,-0.00016949999999999995,-0.00028950000000000004,-0.0003445000000000001,-0.00013700000000000002,-6.400000000000004e-05,-4.3750000000000006e-05,2.2499999999999734e-06,-5.590449000000001,-9.548289,-11.362299000000004,-4.518533999999999,-2.1108480000000007,-1.442962500000002,0.07420949999999849,-3.249999999999992e-05,-0.00015250000000000002,-0.00020750000000000006,0.0,7.299999999999999e-05,9.325000000000002e-05,0.00013925
448.0,2.767857142857143,-0.00016525000000000003,-0.00028474999999999996,-0.00034449999999999997,-0.00014175,-7.824999999999998e-05,-5.475e-05,-7.749999999999944e-06,-5.450275500000002,-9.391624499999999,-11.362299,-4.6751985000000005,-2.5808415,-1.8057645000000004,-0.2556104999999995,-2.350000000000003e-05,-0.00014299999999999995,-0.00020274999999999997,0.0,6.350000000000003e-05,8.7e-05,0.00013400000000000006
452.0,2.743362831858407,-0.00017049999999999997,-0.00028150000000000007,-0.0003437500000000001,-0.00015025,-8.950000000000003e-05,-6.825e-05,-2.1999999999999993e-05,-5.623431,-9.284433,-11.337562500000004,-4.9555454999999995,-2.9518890000000013,-2.2510215000000002,-0.7256040000000006,-2.0249999999999977e-05,-0.00013125000000000007,-0.0001935000000000001,0.0,6.074999999999996e-05,8.199999999999999e-05,0.00012825
456.0,2.719298245614035,-0.00017749999999999998,-0.00028374999999999993,-0.00035099999999999997,-0.00015899999999999996,-9.924999999999999e-05,-7.160929499999999e-05,-2.275000000000001e-05,-5.854304999999998,-9.358642499999998,-11.576681999999998,-5.244138,-3.2734634999999996,-2.36181776769,-0.7503405000000001,-1.8500000000000016e-05,-0.00012474999999999997,-0.000192,0.0,5.9749999999999975e-05,8.739070499999998e-05,0.00013624999999999995
460.0,2.6956521739130435,-0.0001814999999999999,-0.0002877499999999999,-0.0003535,-0.00016824999999999994,-0.000114141635,-8.0060295e-05,-3.699999999999998e-05,-5.986233,-9.490570500000002,-11.659136999999998,-5.5492215,-3.7646194055700004,-2.6405486496900004,-1.2203339999999994,-1.324999999999997e-05,-0.00011949999999999998,-0.00018525000000000003,0.0,5.410836499999994e-05,8.818970499999994e-05,0.00013124999999999996
464.0,2.6724137931034484,-0.00018400000000000003,-0.00028549999999999995,-0.000349,-0.00017799999999999994,-0.00012833011775,-9.914900250000001e-05,-5.131929250000001e-05,-6.068688000000002,-9.416360999999998,-11.510718,-5.870796,-4.2325839436305,-3.270132400455,-1.6926129052350003,-6.000000000000092e-06,-0.00010750000000000001,-0.0001710000000000001,0.0,4.966988224999993e-05,7.885099749999992e-05,0.00012668070749999994
468.0,2.6495726495726495,-0.00018474999999999996,-0.00027650000000000005,-0.0003327500000000001,-0.00018580086749999997,-0.00014737360250000002,-0.0001247136825,-7.83331275e-05,-6.093424500000001,-9.119523000000001,-10.974760499999999,-6.128084211885,-4.860676157655,-4.113306676215,-2.5835832112049997,1.0508675000000015e-06,-9.069913250000009e-05,-0.00014694913250000013,0.0,3.842726499999995e-05,6.108718499999997e-05,0.00010746773999999996
472.0,2.6271186440677967,-0.0001895,-0.00027899999999999995,-0.00033250000000000006,-0.00019525555,-0.00015998963499999999,-0.0001403211425,-9.478952574999999e-05,-6.250089000000001,-9.201978,-10.966515000000001,-6.4399185501,-5.27677814157,-4.628071921935001,-3.1263481382865,5.7555499999999995e-06,-8.374444999999995e-05,-0.00013724445000000006,0.0,3.526591500000001e-05,5.49344075e-05,0.00010046602425000001
476.0,2.6050420168067228,-0.00020775000000000004,-0.00029274999999999993,-0.0003385,-0.00020690317,-0.00016342156499999998,-0.00013838963750000002,-9.31703075e-05,-6.8520105000000004,-9.655480500000001,-11.164407,-6.82408035294,-5.38997005683,-4.564367024025,-3.0729430819649997,-8.468300000000293e-07,-8.584682999999993e-05,-0.00013159682999999998,0.0,4.348160500000002e-05,6.851353249999999e-05,0.00011373286250000001
