,B,E_Z,E_Z_std_dev,m*
0,-2,0.010000387558310274,0.01138659285213279,3.6848554670467717
1,-4,0.10974589418269437,0.016437796990975365,0.6715510050058334
2,10,-0.5201088901721143,0.08347655390031883,0.35425257540427496
3,2,-0.010068247014997757,0.02433654399454092,3.6600197345112857
4,4,-0.010000014777775493,0.035221885922534495,7.369985662165876
5,6,-0.44994418786890844,0.03749500562131602,0.24569702483341602
6,8,-0.6201385516924593,0.04878755359309808,0.23768870789443108
