wavelength,energy,-2_absorption,-4_absorption,-6_absorption,0_absorption,2_absorption,4_absorption,6_absorption,-2_abs_diff,-4_abs_diff,-6_abs_diff,0_abs_diff,2_abs_diff,4_abs_diff,6_abs_diff
300.0,4.133333333333334,0.55679675324382,0.5447132518488764,0.5548932769521422,0.5727244935832951,0.5547724329457322,0.5548297440865508,0.5607512125066545,-0.015927740339475083,-0.028011241734418713,-0.017831216631152946,0.0,-0.01795206063756294,-0.0178947494967443,-0.01197328107664064
304.0,4.078947368421052,0.5450862203522924,0.5317512218076397,0.5417099694316447,0.5604582001484295,0.5418615520560301,0.5411173034982539,0.5467034227398173,-0.015371979796137136,-0.028706978340789835,-0.018748230716784775,0.0,-0.01859664809239936,-0.019340896650175576,-0.013754777408612195
308.0,4.025974025974026,0.5328433236787298,0.5187033946037676,0.5259796486068014,0.5483288143688467,0.5316824018407396,0.5277931498202222,0.5329676131696921,-0.015485490690116954,-0.029625419765079153,-0.022349165762045375,0.0,-0.01664641252810717,-0.020535664548624544,-0.015361201199154628
312.0,3.9743589743589745,0.5213207633705172,0.5030600557594436,0.5113717781720413,0.5405130355273189,0.5185438968455838,0.5138418512512626,0.5166810345160116,-0.019192272156801637,-0.037452979767875316,-0.029141257355277617,0.0,-0.021969138681735112,-0.026671184276056303,-0.023832001011307336
316.0,3.9240506329113924,0.5053016933331465,0.48810336672824484,0.4957941908333863,0.5260244621143291,0.5032569018967621,0.49794880773023453,0.5005607379709149,-0.02072276878118262,-0.037921095386084236,-0.0302302712809428,0.0,-0.022767560217566984,-0.02807565438409454,-0.025463724143414135
320.0,3.875,0.49100669647562434,0.4736318942893689,0.47874611924314636,0.514282369589903,0.4886765802520008,0.4820394776530408,0.48421004112167454,-0.023275673114278694,-0.04065047530053412,-0.03553625034675667,0.0,-0.02560578933790225,-0.03224289193686225,-0.030072328468228493
324.0,3.8271604938271606,0.4764259755030633,0.4566223542977712,0.4626472025263637,0.5021552217518548,0.4732081233222809,0.4659322467768994,0.467991071748999,-0.02572924624879147,-0.04553286745408358,-0.039508019225491076,0.0,-0.02894709842957388,-0.03622297497495541,-0.034164150002855775
328.0,3.7804878048780486,0.45909377944887475,0.44046346218608723,0.4464654044706542,0.4864465999865144,0.45601872561736134,0.44887173394433755,0.45151256280346574,-0.027352820537639655,-0.045983137800427176,-0.03998119551586021,0.0,-0.030427874369153063,-0.03757486604217686,-0.03493403718304866
332.0,3.7349397590361444,0.4422819865368446,0.425333122433724,0.4302310447607567,0.47135481783351074,0.4400032225766577,0.43275435298304377,0.4363052597667527,-0.029072831296666157,-0.04602169539978673,-0.041123773072754055,0.0,-0.03135159525685305,-0.038600464850466976,-0.035049558066758024
336.0,3.6904761904761907,0.4276645203546079,0.4092798137322291,0.4145067010502952,0.45628858009897355,0.4253741289731796,0.4173715302751573,0.4207627884320366,-0.02862405974436566,-0.04700876636674445,-0.04178187904867836,0.0,-0.03091445112579394,-0.038917049823816274,-0.03552579166693692
340.0,3.6470588235294117,0.41419150408877337,0.39595299508041215,0.4011738564537928,0.44275147361288747,0.41147064164334046,0.4044915644940228,0.4076489126164593,-0.028559969524114104,-0.04679847853247532,-0.04157761715909469,0.0,-0.03128083196954701,-0.03825990911886468,-0.03510256099642817
344.0,3.604651162790698,0.4013412338815383,0.38471179172774317,0.39158995084951664,0.42935083332879964,0.3998285230867451,0.3935199223292094,0.3972042522107182,-0.028009599447261335,-0.04463904160105647,-0.037760882479283,0.0,-0.02952231024205454,-0.03583091099959024,-0.03214658111808144
348.0,3.5632183908045976,0.39133381545183754,0.3763393885767652,0.3814294040764017,0.41812957908188175,0.3909799346683651,0.3836766493376427,0.3886240118524278,-0.02679576363004421,-0.041790190505116565,-0.03670017500548006,0.0,-0.027149644413516638,-0.03445292974423908,-0.029505567229453966
352.0,3.522727272727273,0.3833387884255506,0.36757235505022035,0.3755852923832381,0.40993863876904846,0.3827325271156201,0.37673971283558316,0.38133290250668006,-0.026599850343497877,-0.04236628371882811,-0.034353346385810335,0.0,-0.027206111653428344,-0.033198925933465295,-0.028605736262368398
356.0,3.4831460674157304,0.37721318588277764,0.3613041160610502,0.3687555277424792,0.4026793533335171,0.37638345679915974,0.371016811273603,0.37602475014760306,-0.025466167450739485,-0.04137523727246695,-0.033923825591037904,0.0,-0.026295896534357377,-0.031662542059914145,-0.02665460318591406
360.0,3.4444444444444446,0.3722710671338174,0.35720383931798083,0.3661928984374965,0.39738583372575387,0.3726164979762232,0.3669420344517844,0.37261151990833064,-0.025114766591936455,-0.040181994407773036,-0.031192935288257395,0.0,-0.024769335749530663,-0.030443799273969452,-0.024774313817423232
364.0,3.4065934065934065,0.3682819913124258,0.35517086197030845,0.36375735928891983,0.3929930979651215,0.3686388255284736,0.3649303427742516,0.3712932704753207,-0.024711106652695713,-0.03782223599481305,-0.02923573867620166,0.0,-0.024354272436647895,-0.02806275519086987,-0.021699827489800816
368.0,3.369565217391304,0.3654379278829465,0.3540425774156106,0.3612889110213866,0.3894499448822566,0.36718702799086245,0.3643633575875578,0.37057540136226064,-0.024012016999310104,-0.03540736746664597,-0.02816103386086999,0.0,-0.022262916891394147,-0.025086587294698814,-0.018874543519995957
372.0,3.3333333333333335,0.36365994862009754,0.35309083024026555,0.3606187973932027,0.38667103572109185,0.3653742585381641,0.3635495327720961,0.36951954090587336,-0.02301108710099431,-0.0335802054808263,-0.026052238327889166,0.0,-0.021296777182927773,-0.02312150294899573,-0.017151494815218493
376.0,3.297872340425532,0.3622807358563036,0.3516747361105437,0.36019430533854013,0.3834036770103231,0.36405739159296013,0.3621481886861164,0.3687544992520573,-0.02112294115401947,-0.0317289408997794,-0.02320937167178294,0.0,-0.01934628541736294,-0.02125548832420665,-0.014649177758265797
380.0,3.263157894736842,0.3616254434737831,0.35130474917892407,0.3595105923210766,0.3810162704406992,0.36393778541388055,0.36096426440474105,0.3676799758885634,-0.019390826966916075,-0.02971152126177512,-0.021505678119622562,0.0,-0.017078485026818635,-0.020052006035958136,-0.013336294552135808
384.0,3.2291666666666665,0.35956184124479695,0.3502453988155776,0.3569111766174684,0.3785874310925963,0.3624833206486757,0.3585746164034851,0.36574446300439467,-0.01902558984779934,-0.028342032277018703,-0.021676254475127887,0.0,-0.016104110443920572,-0.020012814689111202,-0.012842968088201623
388.0,3.195876288659794,0.3571825252774927,0.3472171606732297,0.35339499791096873,0.37587679873125923,0.3592673109811573,0.35606883042636706,0.3639873469461039,-0.018694273453766508,-0.028659638058029513,-0.0224818008202905,0.0,-0.01660948775010196,-0.019807968304892176,-0.011889451785155325
392.0,3.163265306122449,0.3538863617964194,0.3440339419446721,0.35043364007246636,0.37297512378936704,0.3558983692255606,0.353618300730308,0.3612170873399594,-0.019088761992947623,-0.028941181844694963,-0.02254148371690068,0.0,-0.017076754563806418,-0.01935682305905906,-0.01175803644940765
396.0,3.1313131313131315,0.3502425065528021,0.34177953059914135,0.3471011495645253,0.3700373676120765,0.3519170226227162,0.3503209733570638,0.3581939414206281,-0.019794861059274416,-0.02825783701293516,-0.022936218047551193,0.0,-0.018120344989360326,-0.019716394255012704,-0.011843426191448403
400.0,3.1,0.34578145474976396,0.3380625853032413,0.34331836294798235,0.3648508806693651,0.34768192385762475,0.34714026801160913,0.3549771481830777,-0.019069425919601146,-0.026788295366123815,-0.02153251772138276,0.0,-0.017168956811740355,-0.017710612657755975,-0.009873732486287423
404.0,3.0693069306930694,0.3423667497897158,0.3348916127750394,0.3403115516933204,0.3609371794167908,0.344392624906686,0.34343034969606445,0.35116048269472344,-0.018570429627075002,-0.026045566641751394,-0.02062562772347043,0.0,-0.016544554510104836,-0.01750682972072637,-0.00977669672206738
408.0,3.0392156862745097,0.33908593426871847,0.3312527072027964,0.33667093495866696,0.3574311654541167,0.3421036521559242,0.3408315739966554,0.3483639863113692,-0.018345231185398214,-0.026178458251320258,-0.020760230495449727,0.0,-0.015327513298192486,-0.01659959145746126,-0.009067179142747461
412.0,3.0097087378640777,0.3354319947059057,0.3274807462721907,0.3338005586218453,0.35449910355359604,0.3393809026811083,0.33748604534840054,0.3455668482649208,-0.01906710884769036,-0.027018357281405336,-0.020698544931750718,0.0,-0.01511820087248772,-0.017013058205195497,-0.00893225528867525
416.0,2.980769230769231,0.3311633510145022,0.32402859803991424,0.3298393877523318,0.35018275672340815,0.33550071309793816,0.3337127655267418,0.34226291174769186,-0.019019405708905923,-0.02615415868349391,-0.02034336897107636,0.0,-0.014682043625469987,-0.016469991196666367,-0.007919844975716295
420.0,2.9523809523809526,0.3281794875718611,0.32005065537291144,0.3271203327083019,0.3456920850395342,0.3324772982412323,0.3307644679399775,0.3395303490333972,-0.017512597467673086,-0.02564142966662275,-0.018571752331232316,0.0,-0.013214786798301903,-0.0149276170995567,-0.0061617360061370086
424.0,2.9245283018867925,0.3243100210467822,0.31748993914722945,0.3240736965053932,0.34290109847368666,0.3296777981142025,0.32757519754189723,0.3364035575246491,-0.018591077426904468,-0.02541115932645721,-0.018827401968293467,0.0,-0.013223300359484158,-0.015325900931789427,-0.006497540949037539
428.0,2.897196261682243,0.3226467154466579,0.31505372227240613,0.32058548569815337,0.34165803485584756,0.3274504992492364,0.3266900650981437,0.33520050608172935,-0.019011319409189653,-0.026604312583441425,-0.021072549157694187,0.0,-0.014207535606611144,-0.01496796975770387,-0.006457528774118204
432.0,2.8703703703703702,0.3212140996813777,0.31393494368767194,0.3189746052726592,0.3408043539678989,0.3266276436304556,0.3256939860592736,0.3343057932828337,-0.01959025428652117,-0.026869410280226935,-0.02182974869523968,0.0,-0.014176710337443277,-0.0151103679086253,-0.006498560685065158
436.0,2.8440366972477062,0.3203880935409045,0.31316365957595815,0.3187537637526332,0.3409934234579288,0.3264285046669433,0.32524245856573786,0.3344067592365836,-0.02060532991702435,-0.02782976388197067,-0.022239659705295622,0.0,-0.014564918790985537,-0.015750964892190966,-0.00658666422134524
440.0,2.8181818181818183,0.31960101424940657,0.3126736856846877,0.3167258095385672,0.3402412072151615,0.32635897229617816,0.3252727671673006,0.3338157518256484,-0.020640192965754922,-0.027567521530473815,-0.023515397676594274,0.0,-0.013882234918983327,-0.01496844004786091,-0.006425455389513113
444.0,2.7927927927927927,0.319239936652397,0.3124433597176466,0.3162857643784436,0.33910022973529275,0.32633503514025164,0.3247718818852221,0.33415392631232277,-0.01986029308289572,-0.02665687001764616,-0.022814465356849167,0.0,-0.012765194595041107,-0.014328347850070644,-0.004946303422969978
448.0,2.767857142857143,0.318499970787782,0.31265622174978525,0.3164489856076451,0.33943625760176777,0.32729919566557286,0.32511188700440674,0.3351503969386247,-0.02093628681398574,-0.02678003585198252,-0.02298727199412265,0.0,-0.012137061936194904,-0.014324370597361025,-0.004285860663143071
452.0,2.743362831858407,0.3167088146682182,0.31104945112758986,0.31688177964450537,0.33898084998629785,0.3267756390909111,0.32430977051106624,0.33469832509354314,-0.02227203531807964,-0.02793139885870799,-0.02209907034179248,0.0,-0.012205210895386731,-0.014671079475231608,-0.004282524892754713
456.0,2.719298245614035,0.3176781021156321,0.310959633158133,0.3168326757746309,0.3400634671891012,0.32734292750371563,0.3256012921573168,0.3351770197826651,-0.02238536507346911,-0.029103834030968168,-0.023230791414470264,0.0,-0.012720539685385557,-0.014462175031784374,-0.0048864474064360675
460.0,2.6956521739130435,0.3188698326654096,0.3126257008849289,0.3181106939241318,0.34112634331193603,0.32863082868640436,0.3273882867319089,0.337038554826836,-0.02225651064652645,-0.028500642427007117,-0.023015649387804205,0.0,-0.012495514625531667,-0.013738056580027136,-0.004087788485100052
464.0,2.6724137931034484,0.3187444955125993,0.3132141401877182,0.3186478202940417,0.3417691225692656,0.3294306444462023,0.3280855428438345,0.3376407758595248,-0.023024627056666302,-0.02855498238154741,-0.02312130227522391,0.0,-0.012338478123063323,-0.013683579725431105,-0.004128346709740827
468.0,2.6495726495726495,0.31812862897756045,0.3127355877465563,0.31831969328826126,0.3422954135297176,0.3299653735217398,0.328304455265102,0.33795851493165374,-0.02416678455215715,-0.029559825783161298,-0.023975720241456333,0.0,-0.012330040007977772,-0.013990958264615605,-0.004336898598063854
472.0,2.6271186440677967,0.31503095826619587,0.3103002708711662,0.3154664968181111,0.33917331447831334,0.3275302616710092,0.3249778505198422,0.3347777756768937,-0.024142356212117466,-0.028873043607147153,-0.023706817660202217,0.0,-0.011643052807304155,-0.014195463958471155,-0.0043955388014196295
476.0,2.6050420168067228,0.3159555066441748,0.311890992289795,0.3161572660278542,0.3397121793616191,0.32798910499325173,0.3252633324408072,0.3352430092042189,-0.023756672717444305,-0.027821187071824127,-0.023554913333764915,0.0,-0.011723074368367392,-0.014448846920811942,-0.004469170157400226
480.0,2.5833333333333335,0.3204962453700231,0.3153448358110347,0.3189533438837926,0.3451647606830113,0.3331344986949878,0.3303501799175623,0.3405422400723399,-0.024668515312988193,-0.0298199248719766,-0.02621141679921868,0.0,-0.012030261988023483,-0.014814580765448948,-0.004622520610671366
484.0,2.56198347107438,0.3189551687039023,0.3138830912967059,0.3168980514780244,0.34367916323667425,0.332497327934423,0.3295377283508647,0.3392640477132889,-0.024723994532771965,-0.02979607193996836,-0.026781111758649834,0.0,-0.011181835302251253,-0.014141434885809545,-0.00441511552338536
488.0,2.540983606557377,0.3185820670212629,0.31327221493796786,0.31613974669183964,0.34299559620351916,0.3314490533325871,0.32888614181020226,0.3386810877029287,-0.024413529182256255,-0.029723381265551296,-0.02685584951167952,0.0,-0.011546542870932042,-0.0141094543933169,-0.004314508500590453
492.0,2.5203252032520327,0.3192880743607762,0.31351331837258867,0.3177385461453004,0.34408152670904424,0.33253733479375613,0.32960931773991153,0.3396336056782232,-0.02479345234826802,-0.03056820833645557,-0.026342980563743845,0.0,-0.011544191915288105,-0.014472208969132705,-0.004447921030821034
496.0,2.5,0.3163131981372205,0.3113619814494082,0.31434996195132237,0.3421689073159566,0.33004483566611564,0.32715958691165614,0.3371760679688516,-0.02585570917873614,-0.03080692586654843,-0.02781894536463425,0.0,-0.012124071649840973,-0.015009320404300475,-0.004992839347105038
500.0,2.48,0.31535703413959926,0.3112810396633974,0.3148835768492002,0.34241835808797094,0.3303954331369221,0.32696328855629897,0.33743729279816126,-0.027061323948371685,-0.031137318424573568,-0.027534781238770734,0.0,-0.012022924951048841,-0.015455069531671972,-0.004981065289809683
