,Field,MCD_1_amp_max,MCD_1_amp_min,MCD_2_amp_max,MCD_2_amp_min,MCD_3_amp_max,MCD_3_amp_min
0,-2.0,0.00015059902455555557,5.224999999999989e-05,-2.502777777777833e-05,-0.0006119917238888889,7.788888888888895e-05,-3.736111111111117e-05
1,-4.0,0.00018884902455555555,-5.384430305555558e-05,-0.0003422171619444444,-0.0013620555555555556,-2.355555555555531e-05,-0.00021786111111111105
2,2.0,-7.055555555555558e-06,-0.0001362751711111111,0.0007089264055555556,9.680555555555538e-05,3.3361111111111287e-05,-9.861111111111116e-05
3,4.0,1.994444444444434e-05,-0.0002147085661111112,0.0016589722222222223,0.00022105555555555583,0.0001540277777777779,-1.6861111111111157e-05
